class,pred1,pred2,equals,Summary,Description,Enviroment
Other,Other,Other,True,Exceptions when editing layoutproperties,"Eclipse3.1M6 VEN20050415 Create a new shell. Change the shell to grid layout. Drop a label. Set some of its layoutProperties (center, grabHoriz/Vert, etc.). Errors generated in ve.java.core.",ECLIPSE
Other,Other,Other,True,Link Message Box Errors,"Changing the text in a link to something we warn for (to generate the message box) and then directly closing the editor without changing focus will generate exceptions. Probably because the cell editor tries to apply the property to a disposed widget, will add check for this.",ECLIPSE
Other,Other,Other,True,SWT Dropping Components causes Incorrect Code,Using our I20050422 build. Create a new shell. Drop a label or some other control on it. Incorrect code generated and exceptions in log. private Shell sShell = null,ECLIPSE
Other,Other,Other,True,Rename of ViewPart's parent argument not working,Open the RCP Mail View and try to rename the argument - for some reason it doesnt work.,ECLIPSE
Other,Other,Other,True,Incorrect code generated for EditorPart and ViewPart instances,Start with a file that has extended ViewPart or EditorPart and specializes the createPartControl method but has an empty method body. The example below is one that shows the problem. Then drop a Composite down onto the parent on the GUI. The Composite does not get put into the createComposite(Composite parent) code but instead has a new createCompoiste() method that references the field parent that doesn't exist and is basically bad code. ---- File to start with -------------------------------- import org.eclipse.swt.widgets.Composite,ECLIPSE
Other,Other,Other,True,(MON) Log import with filters of non-TPTP log file types is failing,"The log import always looks into the org.eclipse.hyades.logging.adapter.config plugin for the log adapter when filters are applied. This is breaking consuming products that have adapter files contributed to other plugins then org.eclipse.hyades.logging.adapter.config. The solution is to take into account the plugin to which the adapter, that will be used for the import, was contributed.",ECLIPSE
Other,Other,Other,True,(Provisional) Parallel transfer of files causing exception in base agent,Technology preview version of agnet controller's file transfer service throwing exception on parallel transfer of large files. 1. Run Agent controller on Windows XP. 2. Run first client on a computer #1 and connect to agent controller in step1. 3. Run second client on another computer #2 and connect to agnet controller. 4. Initiate file transfer service to put files from both clients to the computer running agent controller. 5. file transfer agent crashes and reports access violation.,ECLIPSE
Other,Other,Other,True,Deleting a method/components may render the VE unusable,"In some cases creating a Composite with the Visual Creation wizard, and than deleting the main method (which has a Shell/Composite instances on them) will throw an NPE that will render the VE unusable.",ECLIPSE
Other,Configuration Bug Report,Configuration Bug Report,False,Agent launch configuration bugs,In order to get the current set of TPTP agents working with the Agent Controller and the refactored statistical UI we needed to refactor the configurations. This has been done but there are still some UI consistency issues in persisting configuration data. This is a simple fix that will provide the launch config framework to being agent monitoring.,ECLIPSE
Other,Other,Other,True,Choose Bean Dialog Exception,"VE Build N20050524 Create a new class extending object. Click the choosebean button on the palette. Type ""BasicBean...."" until you reach a class that does not exist. Error log contains the attached message.",ECLIPSE
Other,Other,Other,True,(Provisional) Timing issues with the Agent Tech Preview Linux build,Agent technlogy Preview linux build is not working. Establishing the data channel is hanging the Client application.,ECLIPSE
Other,Other,Other,True,Clients aren't notified if their agents deregister,"If an agent that is in use deregisters or otherwise disappears, the client is not notified.",ECLIPSE
Other,Other,Other,True,"TVT3.1: tct393 - ""TPTP Example IType Count Template"" is in","OS : RHEL 3.1 Severity 3 Build date: 20050720 Blocking: NO Language: CHT Bitmap Location: 393_25001220.gif Tester Name: Ivory Chang Problem Description: ""TPTP Example IType Count Template"" is in English Re-create Procedure: 1. Open the preferences from the main view 2. In the left panel, select Java -> Review Preferences 3. Click New Data button",ECLIPSE
Other,Other,Other,True,"buglist.cgi crashes for logged out users if the ""Reporter"" column is displayed","On landfill, if the Reporter column is displayed while I'm logged out, buglist.cgi crashes: http://landfill.bugzilla.org/bugzilla-tip-pg/buglist.cgi?quicksearch=%40myk DBD::Pg::st execute failed: ERROR: column ""map_reporter.login_name"" must appear in the GROUP BY clause or be used in an aggregate function [for Statement ""SELECT bugs.bug_id, bugs.bug_severity, bugs.priority, bugs.bug_status, bugs.resolution, SUBSTRING(map_assigned_to.login_name FROM 1 FOR POSITION('@' IN map_assigned_to.login_name) - 1), bugs.bug_status, bugs.resolution, map_products.name, bugs.short_desc, SUBSTRING(map_reporter.login_name FROM 1 FOR POSITION('@' IN map_reporter.login_name) - 1), map_assigned_to.login_name FROM bugs INNER JOIN profiles AS map_assigned_to ON (bugs.assigned_to = map_assigned_to.userid) INNER JOIN profiles AS map_reporter ON (bugs.reporter = map_reporter.userid) INNER JOIN products AS map_products ON (bugs.product_id = map_products.id) LEFT JOIN bug_status ON (bug_status.value = bugs.bug_status) LEFT JOIN priority ON (priority.value = bugs.priority) LEFT JOIN bug_group_map ON bug_group_map.bug_id = bugs.bug_id WHERE (( bugs.bug_status IN ('REOPENED','NEW','ASSIGNED','UNCONFIRMED') )) AND ((bugs.assigned_to IN (SELECT userid FROM profiles WHERE POSITION(LOWER('myk') IN LOWER(profiles.login_name)) > 0))) AND bugs.creation_ts IS NOT NULL AND ((bug_group_map.group_id IS NULL)) GROUP BY bugs.bug_id, bugs.bug_severity, bugs.priority, bugs.bug_status, bugs.resolution, map_products.name, bugs.short_desc, map_assigned_to.login_name, bug_status.sortkey, bug_status.value, priority.sortkey, priority.value ORDER BY bug_status.sortkey,bug_status.value,priority.sortkey,priority.value,map_assigned_to.login_name,bugs.bug_id""] at /var/www/html/bugzilla-tip-pg/buglist.cgi line 1077 On my test installation, the error message mentions ""map_assigned_to.login_name"". I guess one would get the same error message if the QA contact column was displayed. Also, even if you don't display the Reporter column, you still get the following error message (appears only every other time): ""The custom sort order specified in your cookie contains an invalid column name map_assigned_to.login_name. The cookie has been cleared."" This error is only displayed for logged out users. So I'm pretty sure that's a regression due to bug 219021.",MOZILLA
Other,Other,Other,True,New STS header in Bugzilla::CGI causes malformed header error due to lack of Content-Type naming,"I cannot display any bug. landfill displays the source code, and my local installation simply crashes with: malformed header from script. Bad header=Text/html: show_bug.cgi mkanat suspects this is due to the STS bug.",MOZILLA
Other,Other,Other,True,review: Footer on create attachment page looks wrong.; v1,"Bradley Baetz <bbaetz@student.usyd.edu.au> has requested review for bug #109008: Footer on create attachment page looks wrong., attachment #90492 [details] [diff] [review]: v1. http://bugzilla.mozilla.org/attachment.cgi?id=90492&action=edit",MOZILLA
Other,Other,Configuration Bug Report,False,review: list/list.html.tmpl: Error in hash initialisation; v1: move '}' one line down and add a comma.,"Tobias Burnus <burnus@gmx.de> has requested review for bug #159565: list/list.html.tmpl: Error in hash initialisation, attachment #92921 [details] [diff] [review]: v1: move '}' one line down and add a comma.. http://bugzilla.mozilla.org/attachment.cgi?id=92921&action=edit",MOZILLA
Other,Other,Other,True,review: search/knob.html.tmpl: script type missing; space missing; v1: simple three-liner patch,"Tobias Burnus <burnus@gmx.de> has requested review for bug #160204: search/knob.html.tmpl: script type missing, space missing, attachment #93327 [details] [diff] [review]: v1: simple three-liner patch. http://bugzilla.mozilla.org/attachment.cgi?id=93327&action=edit Additional Comments from Requester: Please review.",MOZILLA
Other,Configuration Bug Report,Configuration Bug Report,False,review: xml.cgi - attachments is broken and insiders not enforced; Fix,"Joel Peshkin <bugreport@peshkin.net> has requested review for bug #164623: xml.cgi - attachments is broken and insiders not enforced, attachment #96679 [details] [diff] [review]: Fix. http://bugzilla.mozilla.org/attachment.cgi?id=96679&action=edit Additional Comments from Requester: Groups weren't missing, but insider checks were and attachments would never happen since the attachment dates became dates instead of timestamps.",MOZILLA
Other,Configuration Bug Report,Other,False,review: checksetup gives torrent of cryptic errors if my_webservergroup is not found; die with sensible message,"Joel Peshkin <bugreport@peshkin.net> has requested review for bug #166016: checksetup gives torrent of cryptic errors if my_webservergroup is not found, attachment #97443 [details] [diff] [review]: die with sensible message. http://bugzilla.mozilla.org/attachment.cgi?id=97443&action=edit",MOZILLA
Other,Other,Other,True,review: On failure in template->new; a template is used to display error; Replace DisplayError with die,"Joel Peshkin <bugreport@peshkin.net> has requested review for bug #166023: On failure in template->new, a template is used to display error, attachment #97446 [details] [diff] [review]: Replace DisplayError with die. http://bugzilla.mozilla.org/attachment.cgi?id=97446&action=edit Additional Comments from Requester: This change is targetted for both 2.16 and 2.17 (will need a 2xr) The underlying problem is difficult to reproduce, but using DisplayError for errors in the templates used by DisplayError certainly wont work.",MOZILLA
Other,Other,Other,True,review: Document CheckCanChangeField so sites can modify it for local needs; Patch v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #168804: Document CheckCanChangeField so sites can modify it for local needs, attachment #99299 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=99299&action=edit Additional Comments from Requester: Given that you've expressed an interest in what we do in this area, could you please have a look at this? As I say in the bug, I think this makes things better for right now.",MOZILLA
Other,Other,Other,True,review: clean up format ambiguities; Patch v.2,"Gervase Markham <gerv@mozilla.org> has requested review for bug #146945: clean up format ambiguities, attachment #99441 [details] [diff] [review]: Patch v.2. http://bugzilla.mozilla.org/attachment.cgi?id=99441&action=edit Additional Comments from Requester: You've already reviewed this once; hopefully it's OK this time. Gerv",MOZILLA
Other,Other,Other,True,review: colchange.cgi is not localisable; Patch v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #163790: colchange.cgi is not localisable, attachment #98361 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=98361&action=edit Additional Comments from Requester: Tobias, could you take a look at this for me? :-) Thanks, Gerv",MOZILLA
Other,Other,Other,True,review: Fix page.cgi's method of finding templates; Patch v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #162151: Fix page.cgi's method of finding templates, attachment #99594 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=99594&action=edit Additional Comments from Requester: I know you are busy, but this is a pretty easy one. Basically, I'm just using the new GetFormat() call to do the right thing. This all makes page.cgi work so much better - just drop your template in and go. Gerv",MOZILLA
Other,Other,Other,True,review: boolean chart addition doesn't keep query template format; Patch v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #160476: boolean chart addition doesn't keep query template format, attachment #99719 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=99719&action=edit Additional Comments from Requester: Myk - could you please review this small patch, and evaluate it for possible addition to b.m.o? If anyone's still using the classic search page, they will hit this bug. Gerv",MOZILLA
Other,Other,Other,True,review: Regression - buglist highlighting broken; Patch,"Joel Peshkin <bugreport@peshkin.net> has requested review for bug #170195: Regression - buglist highlighting broken, attachment #100195 [details] [diff] [review]: Patch. http://bugzilla.mozilla.org/attachment.cgi?id=100195&action=edit",MOZILLA
Other,Other,Other,True,review: Remove hard-coded titles and things; Patch A v.2,"Gervase Markham <gerv@mozilla.org> has requested review for bug #170903: Remove hard-coded titles and things, attachment #100928 [details] [diff] [review]: Patch A v.2. http://bugzilla.mozilla.org/attachment.cgi?id=100928&action=edit Additional Comments from Requester: You looked at v.1; this is the fixed-up version. Gerv",MOZILLA
Other,Other,Other,True,review: Remove hard-coded titles and things; Patch B v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #170903: Remove hard-coded titles and things, attachment #101382 [details] [diff] [review]: Patch B v.1. http://bugzilla.mozilla.org/attachment.cgi?id=101382&action=edit Additional Comments from Requester: I think this is the last of the major ""cleanup patches"" for full l10n. (Obviously, we still need mail templatisation, for example.) You reviewed patch A; here is patch B. Thanks :-) Gerv",MOZILLA
Other,Other,Other,True,review: Remove old reporting (most doomed etc.); Patch v.2,"Gervase Markham <gerv@mozilla.org> has requested review for bug #172959: Remove old reporting (most doomed etc.), attachment #101928 [details] [diff] [review]: Patch v.2. http://bugzilla.mozilla.org/attachment.cgi?id=101928&action=edit Additional Comments from Requester: This removes all the old reporting cruft. Basically, a review will involve applying the patch and making sure charting still works, as that's all that's left in reports.cgi now :-) You don't have to review this - and it's certainly not more important than the other one - but it's nice to get rid of old, bad code :-) Gerv",MOZILLA
Other,Other,Other,True,review: field names should be l10n in user-errors.html.tmpl called by Add Estimated; Actual; Remaining Time Fields; Patch v.1,"Jeff Hedlund <jeff.hedlund@matrixsi.com> has requested review for bug #174221: field names should be l10n in user-errors.html.tmpl called by Add Estimated, Actual, Remaining Time Fields, attachment #102889 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=102889&action=edit Additional Comments from Requester: Second review?",MOZILLA
Other,Configuration Bug Report,Other,False,regetlastlist returns all bugs,"regetlastlist changes $::buffer, but then the params object is created from $cgi. Quick fix - change my $params = new Bugzilla::CGI($cgi); to use $::buffer instead Better fix is to rearrange code a bit; pathc coming",MOZILLA
Other,Other,Other,True,review: Templatise colchange.cgi; Patch v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #158497: Templatise colchange.cgi, attachment #92134 [details] [diff] [review]: Patch v.1. http://bugzilla.mozilla.org/attachment.cgi?id=92134&action=edit Additional Comments from Requester: Jouni: You said you were up for a bit of reviewing - how about this? :-) Thanks, Gerv",MOZILLA
Other,Other,Other,True,review: token.cgi: localize strings send to message.html.tmpl (Part one); v1: Patch token.cgi,"Tobias Burnus <burnus@gmx.de> has requested review for bug #159901: token.cgi: localize strings send to message.html.tmpl (Part one), attachment #93136 [details] [diff] [review]: v1: Patch token.cgi. http://bugzilla.mozilla.org/attachment.cgi?id=93136&action=edit",MOZILLA
Other,Other,Other,True,review: Templatise all calls to DisplayError; Patch D v.1,"Gervase Markham <gerv@mozilla.org> has requested review for bug #163114: Templatise all calls to DisplayError, attachment #101380 [details] [diff] [review]: Patch D v.1. http://bugzilla.mozilla.org/attachment.cgi?id=101380&action=edit Additional Comments from Requester: Last one :-) Gerv",MOZILLA
Other,Other,Other,True,chimera crash on 10.2.1 while calling SetThemeCursor [@ QDIsPortBuffered],"happens intermittantly while displaying various webpages. (nothing I could reproduce consistantly) this could be a 10.2 bug. ********** Date/Time: 2002-10-06 22:06:18 -0700 OS Version: 10.2.1 (Build 6D52) Host: localhost Command: Navigator PID: 639 Exception: EXC_BAD_ACCESS (0x0001) Codes: KERN_INVALID_ADDRESS (0x0001) at 0xc28fc28f Thread 0 Crashed: #0 0x923e3240 in QDIsPortBuffered #1 0x923ee208 in CopyBits #2 0x9242f140 in SetCCursor #3 0x93d16d48 in SetClassicCursorOnly(unsigned long, unsigned char) #4 0x93d10b5c in SetThemeCursor #5 0x004182c4 in nsChildView::SetCursor(nsCursor) #6 0x0022ae28 in nsEventStateManager::SetCursor(int, nsIWidget *, int) #7 0x0022ac28 in nsEventStateManager::UpdateCursor(nsIPresContext *, nsEvent *, nsIFrame *, nsEventStatus *) #8 0x00226114 in nsEventStateManager::PreHandleEvent(nsIPresContext *, nsEvent *, nsIFrame *, nsEventStatus *, nsIView *) #9 0x003514e4 in PresShell::HandleEventInternal(nsEvent *, nsIView *, unsigned int, nsEventStatus *) #10 0x003513a8 in PresShell::HandleEvent(nsIView *, nsGUIEvent *, nsEventStatus *, int, int &) #11 0x0040a964 in nsViewManager::HandleEvent(nsView *, nsGUIEvent *, int) #12 0x00409eb8 in nsViewManager::DispatchEvent(nsGUIEvent *, nsEventStatus *) #13 0x00414404 in HandleEvent(nsGUIEvent *) #14 0x0041945c in nsChildView::DispatchEvent(nsGUIEvent *, nsEventStatus &) #15 0x004194f0 in nsChildView::DispatchWindowEvent(nsGUIEvent &) #16 0x004195b0 in nsChildView::DispatchMouseEvent(nsMouseEvent &) #17 0x0041a910 in -[ChildView mouseMoved:] #18 0x0041a830 in -[ChildView mouseMoved:] #19 0x945073b4 in -[NSWindow sendEvent:] #20 0x00036084 in -[BrowserWindow sendEvent:] #21 0x9426d7d0 in -[NSApplication sendEvent:] #22 0x94269c84 in -[NSApplication run] #23 0x942719f0 in NSApplicationMain #24 0x00005024 in main #25 0x00004ed4 in _start #26 0x00004d04 in start Thread 1: #0 0x90025e8c in select #1 0x0101d804 in poll #2 0x01019ecc in _pr_poll_with_poll #3 0x0016a68c in nsSocketTransportService::Run(void) #4 0x050598f0 in nsThread::Main(void *) #5 0x0101b388 in _pt_root #6 0x90021428 in _pthread_body Thread 2: #0 0x9003f188 in semaphore_wait_signal_trap #1 0x9003efa4 in _pthread_cond_wait #2 0x01016474 in PR_WaitCondVar #3 0x0014b2cc in nsDNSService::DequeuePendingQ(void) #4 0x0014acd4 in nsDNSService::Run(void) #5 0x050598f0 in nsThread::Main(void *) #6 0x0101b388 in _pt_root #7 0x90021428 in _pthread_body Thread 3: #0 0x90042d68 in semaphore_timedwait_signal_trap #1 0x9003ef94 in _pthread_cond_wait #2 0x01016210 in pt_TimedWait #3 0x01016488 in PR_WaitCondVar #4 0x0505d38c in TimerThread::Run(void) #5 0x050598f0 in nsThread::Main(void *) #6 0x0101b388 in _pt_root #7 0x90021428 in _pthread_body Thread 4: #0 0x90042d68 in semaphore_timedwait_signal_trap #1 0x9003ef94 in _pthread_cond_wait #2 0x01016210 in pt_TimedWait #3 0x01016488 in PR_WaitCondVar #4 0x0505aa44 in nsThreadPool::GetRequest(nsIThread *) #5 0x0505b3a0 in nsThreadPoolRunnable::Run(void) #6 0x050598f0 in nsThread::Main(void *) #7 0x0101b388 in _pt_root #8 0x90021428 in _pthread_body Thread 5: #0 0x9003f188 in semaphore_wait_signal_trap #1 0x9003efa4 in _pthread_cond_wait #2 0x90961eac in -[NSConditionLock lockWhenCondition:] #3 0x944ea750 in -[NSUIHeartBeat _heartBeatThread:] #4 0x90954fd0 in forkThreadForFunction #5 0x90021428 in _pthread_body Thread 6: #0 0x90042d68 in semaphore_timedwait_signal_trap #1 0x9003ef94 in _pthread_cond_wait #2 0x01016210 in pt_TimedWait #3 0x01016488 in PR_WaitCondVar #4 0x0505aa44 in nsThreadPool::GetRequest(nsIThread *) #5 0x0505b3a0 in nsThreadPoolRunnable::Run(void) #6 0x050598f0 in nsThread::Main(void *) #7 0x0101b388 in _pt_root #8 0x90021428 in _pthread_body PPC Thread State: srr0: 0x923e3240 srr1: 0x0000f030 vrsave: 0x00000000 xer: 0x00000000 lr: 0x923ee208 ctr: 0x90240b80 mq: 0x00000000 r0: 0x923ee1fc r1: 0xbfffe750 r2: 0x0408040c r3: 0xc28fc28f r4: 0x031347d0 r5: 0xbfffe920 r6: 0xbfffe920 r7: 0x00000000 r8: 0x00000000 r9: 0xa0240e9c r10: 0x03a3a010 r11: 0x00000000 r12: 0x90240b80 r13: 0x00000000 r14: 0x00000100 r15: 0x00000000 r16: 0x00000000 r17: 0x00000000 r18: 0xbfffef0c r19: 0x00000000 r20: 0x00000000 r21: 0x00000000 r22: 0x031347d0 r23: 0x03194cd0 r24: 0xbfffe920 r25: 0xbfffe920 r26: 0x01dac6d4 r27: 0x00008e9b r28: 0x00000000 r29: 0x00000000 r30: 0x031047b0 r31: 0x923ee1d8",MOZILLA
Other,Other,Configuration Bug Report,False,Merge user.js program: Not correct out.js file is created.,Steps: 1. Modify addition.js file so that it includes the preference name and value but the valus is not specified in the format as required. (an extra spaces are specified) Result: Out.js file is created that is not complete.,MOZILLA
Other,Other,Configuration Bug Report,False,Creation of JSC component does not create an output .JSC file.,The output JSC file that is created by the Creation Of JSC component has an extension .JS and not .JSC so this file canot be used as an input to converting it to .CFG file.,MOZILLA
Other,Other,Other,True,Wrong error message is displayed on the DOS-box.,"Step1. Run Merge program with all preferneces set in test.dat and 2 preferences set in addition.js file. Step2. Out.js file is created with all the preferences available. Result: At the DOS-box message ""error: variable not found."" is displayed twice.",MOZILLA
Other,Other,Other,True,nsCookieService::GetCookieString returns NS_OK in all cases,"nsCookieService::GetCookieString returns NS_OK in all cases, regardless of whether the cookie string is found or not. I have attached a patch that fixes this bug. Could either morse or neeti review it so I can check it in? Thanks, Ed",MOZILLA
Other,Other,Other,True,[PP] Error in page loading,Get error message loading the following pages: http://www.ntt.co.jp/index-j.html http://www.unicode.org/unicode/iuc10/x-utf8.html bld: Win 10-18-09-M11,MOZILLA
Other,Other,Other,True,Recent fixes to nsChromeRegistry.cpp cause HP builds to fail,"Changes made over the weekend have broken the HP builds. I've been trying for several days to track down the problem with little success. I have also had Waqar take a look. The error is: Error 280: ""nsChromeRegistry.cpp"", line 476 # Operator & expects lvalue operand. void *data = mDataSourceTable->Get(&nsStringKey(overlayFile)); ^^^^^^^^^^^ Error 280: ""nsChromeRegistry.cpp"", line 566 # Operator & expects lvalue operand. mDataSourceTable->Put(&nsStringKey(aFileName), (void*)supports.get()); ^^^^^^^^^ Error 280: ""nsChromeRegistry.cpp"", line 590 # Operator & expects lvalue operand. void *data = mDataSourceTable->Get(&nsStringKey(chromeFile)); ^^^^^^^^^^ make[3]: *** [nsChromeRegistry.o] Error 2 make[3]: Leaving directory `/builds/pepper/Lizard/bld/mozilla/rdf/chrome/src' I understand that the address operator is expecting an lvalue but I can't figure out why its rejecting the one being passed in. This seems to be working for the tier-1 platforms. It may be an ANSI compliance issue or a quirk in the aCC compiler, I dunno for sure. Here is an excerpt from the cpp file that sets overlayFile: .......... .......... nsCAutoString overlayFile; // Retrieve the mInner data source. overlayFile = ""resource:/chrome/""; overlayFile += package; overlayFile += provider; // provider already has a / in the front of it overlayFile += ""/""; overlayFile += ""overlays.rdf""; void *data = mDataSourceTable->Get(&nsStringKey(overlayFile)); <------Generates the first error if (data) { nsCOMPtr<nsIRDFDataSource> dataSource; nsISupports *supports = NS_STATIC_CAST(nsISupports*, data); dataSource = do_QueryInterface(supports, &rv); ........ ........ From this I believe that overlayFile is in fact being set to a valid lvalue. I see absolutely nothing wrong with the above code.",MOZILLA
Other,Other,Other,True,hr's don't float correctly.,*** Bug 1805 has been marked as a duplicate of this bug. ***,MOZILLA
Other,Other,Other,True,Can't build current CVS Tree (21.1.99) Getting internal compiler error,"On Linux 2.0.36, gcc and g++ 2.7.2.3, gtk 1.1.13, nspr with pthreads, mozilla with pthreads the build dies in nsDocLoader.cpp with In method nsDocLoaderServiceFactory::~nsDocLoaderServiceFactory() line 1869 Internal compiler error Template problem?",MOZILLA
Other,Other,Other,True,warnings: hiding inherited virtual functions,"Split out into a separate bug. See original bug #2715 for more details. Warning : 'nsContainerFrame::RemoveFrame(nsIFrame *)' hides inherited virtual function 'nsFrame::RemoveFrame(nsIPresContext &, nsIPresShell &, nsIAtom *, nsIFrame *)' nsContainerFrame.h line 152 }; Warning : 'nsContainerFrame::RemoveFrame(nsIFrame *)' hides inherited virtual function 'nsIFrame::RemoveFrame(nsIPresContext &, nsIPresShell &, nsIAtom *, nsIFrame *)' nsContainerFrame.h line 152 };",MOZILLA
Other,Configuration Bug Report,Configuration Bug Report,False,Scribble (widget test) won't compile on AIX,in widget/tests/scribble/Makefile.in There is a line setting TOOLKIT_CFLAGS and then at the end CFLAGS += TOOLKIT_CFLAGS These flags are needed by Scribble.cpp for definition of WIDGET_DLL and GFXWIN_DLL (right now Windows and MAC version have these definies set in the SCRIBBLE.cpp) I am not sure which way is correct... I fixed the problem in my tree by changing the Makefile to CXXFLAGS += TOOLKIT_CFLAGS. I actually think that the WIDGET_DLL and the GFXWIN_DLL being defined in the CPP (it is also defined in ../widget/nsWidgetTest.cpp) is a bad idea...,MOZILLA
Other,Configuration Bug Report,Configuration Bug Report,False,Error in Makefile widget/src/xpwidgets,"I got an error with missing symbols in libraptorbasewidget_s about clipboard functions while building viewer (current tree, 04-16-99). I tracked that down to the makefile in widget/src/xpwidgets There is a part (line 40-42) which adds nsBaseDragService.cpp and nsBaseClipboard.cpp to the lib if NEW_CLIPBORAD_SUPPORT is set. This variable is set, but the ifdef and the endif are missing the '#', so they are not included.",MOZILLA
Other,Other,Other,True,Crash on nsPluginsDirWin.cpp,"Hello - you have crashed using a recent mozilla build in the plug-ins area. Could you give us an idea of plug-ins you are using so that we can try to isolate the bug? Thanks! - Please respond at http://bugzilla.mozilla.org/. Bug# to be added shortly. - If you do not have a Bugzilla account, please sign up for one and put feedcak for us into Additional Comment and click Commit Button. amusil, stack crawl for bug: Call Stack: (Signature = CalculateVariantCount 3f7d71fb) CalculateVariantCount [d:\builds\seamonkey\mozilla\modules\plugin\nglsrc\nsPluginsDirWin.cpp, line 72] nsPluginFile::GetPluginInfo [d:\builds\seamonkey\mozilla\modules\plugin\nglsrc\nsPluginsDirWin.cpp, line 293] nsPluginHostImpl::LoadPlugins [d:\builds\seamonkey\mozilla\modules\plugin\nglsrc\nsPluginHostImpl.cpp, line 1804] nsPluginHostImpl::GetPluginFactory [d:\builds\seamonkey\mozilla\modules\plugin\nglsrc\nsPluginHostImpl.cpp, line 1745] nsJVMManager::StartupJVM [d:\builds\seamonkey\mozilla\modules\oji\src\nsJVMManager.cpp, line 552] nsJVMManager::MaybeStartupLiveConnect [d:\builds\seamonkey\mozilla\modules\oji\src\nsJVMManager.cpp, line 688] nsJVMManager::StartupLiveConnect [d:\builds\seamonkey\mozilla\modules\oji\src\nsJVMManager.h, line 147] nsJSEnvironment::nsJSEnvironment [d:\builds\seamonkey\mozilla\dom\src\base\nsJSEnvironment.cpp, line 406] nsJSEnvironment::GetScriptingEnvironment [d:\builds\seamonkey\mozilla\dom\src\base\nsJSEnvironment.cpp, line 389] NS_CreateContext [d:\builds\seamonkey\mozilla\dom\src\base\nsJSEnvironment.cpp, line 429] nsWebShell::CreateScriptEnvironment [d:\builds\seamonkey\mozilla\webshell\src\nsWebShell.cpp, line 2204] nsWebShell::GetScriptGlobalObject [d:\builds\seamonkey\mozilla\webshell\src\nsWebShell.cpp, line 2230] DocumentViewerImpl::Init [d:\builds\seamonkey\mozilla\webshell\src\nsDocumentViewer.cpp, line 300] nsWebShell::Embed [d:\builds\seamonkey\mozilla\webshell\src\nsWebShell.cpp, line 738] nsDocumentBindInfo::OnStartBinding [d:\builds\seamonkey\mozilla\webshell\src\nsDocLoader.cpp, line 2001] OnStartBindingProxyEvent::HandleEvent [d:\builds\seamonkey\mozilla\network\module\nsNetThread.cpp, line 506] StreamListenerProxyEvent::HandlePLEvent [d:\builds\seamonkey\mozilla\network\module\nsNetThread.cpp, line 472] PL_HandleEvent [plevent.c, line 477] PL_ProcessPendingEvents [plevent.c, line 438] _md_EventReceiverProc [plevent.c, line 803] KERNEL32.DLL + 0x3663 (0xbff73663) KERNEL32.DLL + 0x22894 (0xbff92894) 0x00778c54",MOZILLA
Other,Other,Other,True,GetNextSibling returns node with value of child; not sibling,"In my Mac dynamic menu code (not checked in yet) I'm seeing GetNextSibling return a node that is structually correct, ie. it has the correct children, but has the vale of a child, not a sibling. The test XUL looks like this: <menubar chromeclass=""menubar""> <menu value=""TopLevel""> <menupopup> <menu value=""Menu 2 Level 1""> <menupopup> <menu value=""Menu 2 Level 2""> <menupopup> <menuitem value=""Menu 2 Item Level 4"" /> </menupopup> </menu> </menupopup> </menu> <menu value=""Menu 1 Level 1""> <menupopup> <menuitem value=""Menu 1 Item Level 2"" /> </menupopup> </menu> </menupopup> </menu> </menubar> and the iteration code looks like this: // Now get the kids nsCOMPtr<nsIDOMNode> menuitemNode; menuPopupNode->GetFirstChild(getter_AddRefs(menuitemNode)); while (menuitemNode) { nsCOMPtr<nsIDOMElement> menuitemElement(do_QueryInterface(menuitemNode)); if (menuitemElement) { nsString menuitemNodeType; nsString menuitemName; nsString label; menuitemElement->GetAttribute(""value"", label); printf(""label = %s \n"", label.ToNewCString()); menuitemElement->GetNodeName(menuitemNodeType); if (menuitemNodeType.Equals(""menuitem"")) { // LoadMenuItem } else if (menuitemNodeType.Equals(""separator"")) { // Add Separator } else if (menuitemNodeType.Equals(""menu"")) { // Load a submenu } } nsCOMPtr<nsIDOMNode> oldmenuitemNode(menuitemNode); oldmenuitemNode->GetNextSibling(getter_AddRefs(menuitemNode)); } // end menu item innner loop Result: The first printf is ""label = Menu 2 Level 1"" The second printf is ""label = Menu 2 Level 2"" which is a child of ""Menu 2 Level 1"" However, if I continue with this, the second node is structually correct; it has the correct child.",MOZILLA
