Bug-ID,Project,Classification,Summary,Description,Link,Enviroment,llm_pred,Explanation
113590,z_Archived,Other,Historical reference to test suite not deleted,"When you turn to the ""Behavior"" tab of the test editor and remove an invocation, the corresponding reference is not deleted in the test suite, e.g. <referencedSuites href=""statcon/SAUAddSliders.testsuite#29AF1B000EC611D88000B854F1AF5017""/> In test-results\platform\org.eclipse.hyades.statistical.ui.tests\manual\AllTests.testsuite. To reproduce the problem, pick any manual test suite, turn to the ""Behaviors"" tab and delete an invocation. Then open the test suite using Winzip, scroll to the bottom of ResourceContents and confirm that the reference was not removed. I'll work around this by coding the tabular test report to ignore test suites with null names. I believe that Jerome has already worked around this for the build-in test reports.",113590,ECLIPSE,Configuration,"The bug report is related to a configuration issue because it involves a specific behavior in the 'Behavior' tab of the test editor, which suggests that there might be an incorrect or outdated configuration setting causing this problem. The description also mentions a workaround by coding the tabular test report to ignore test suites with null names, indicating that the issue could be resolved by adjusting the configuration."
114028,z_Archived,Other,[Platform Specific; Regression] Test execution broken on z/OS,"When attempting to execute a test on z/os, get the following NPE: InvocationTargetException at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) at sun.reflect.NativeMethodAccessorImpl.invoke (NativeMethodAccessorImpl.java:85) at sun.reflect.NativeMethodAccessorImpl.invoke (NativeMethodAccessorImpl.java:58) at sun.reflect.DelegatingMethodAccessorImpl.invoke (DelegatingMethodAccessorImpl.java:60) at java.lang.reflect.Method.invoke(Method.java:391) at org.eclipse.hyades.internal.collection.framework.FileClientHandlerExtendedImpl. executeCommand(FileClientHandlerExtendedIm pl.java:132) at org.eclipse.hyades.internal.collection.framework.FileClientHandlerExtendedImpl. run(FileClientHandlerExtendedImpl.java:272 ) at java.lang.Thread.run(Thread.java:568) Caused by: java.lang.NullPointerException at org.eclipse.hyades.execution.core.loader.ScopedChannelClassLoader$Consumer$Cont extClassLoader.loadClass(ScopedChannelClas sLoader.java:334) at java.lang.ClassLoader.loadClass(ClassLoader.java:504) at org.eclipse.hyades.internal.execution.core.file.dynamic.FileServerCommandFactor y.createFileServerCommand(FileServerComman dFactory.java:386) ... 8 more",114028,ECLIPSE,Configuration,"The bug report is related to a configuration issue because it mentions 'Platform Specific; Regression' and the error occurs when executing a test on z/OS, indicating a problem with the environment or setup."
114145,z_Archived,Other,Improve GLA testsuites,Add testcases to Monitor.Execution and Monitor.Analysis testsuites. For example: 1) Testcases for Adapter class API 2) Testcases for live monitoring with standalone GLA (rules and static adapters) 3) Testcases using substitutionExtension classes 4) Testcases for the different outputters included in GLA 5) Testcases for the different extractors included in GLA,114145,ECLIPSE,Other,"The bug report is related to adding test cases, which suggests it's a development or testing issue rather than a configuration one. The description mentions specific classes and features that need to be tested, indicating a focus on functionality rather than settings."
114438,z_Archived,Other,[Reliability] Canceling a test execution doesn't work properly,"When the user attempts to cancel an execution of a test suite launch that is in progress, the task is never really interrupted. In some cases this has the bad side affect of stalling the eclipse test launch jobs at certain percentage with some zombie java processes running in the background (see image attached). To reproduce this: Run a manual test suite and while it is being executed click on the cancel button of the dialog that pops up. You can send the dialog to the background and use the progress view to cancel all visible eclipse jobs. Notice that the execution never really gets interrupted and that the manual test client eventually shows up. To reproduce the workbench stall problem, use a plug-in JUnit test suite and cancel immediately after the progress dialog appears. If the execution is cancelled at a certain percentage, a stall is caused.",114438,ECLIPSE,Configuration,"The bug report mentions specific details about Eclipse jobs and zombie Java processes running in the background, which suggests that the issue is related to configuration or environment settings rather than a general code problem."
114824,z_Archived,Other,[Regression] Test from recording dynamic deployment broken,"Joe Toomey reports (and I have also verified) that an IO exception occurs during the dynamic deployment of recorder binaries. It does not affect functionality with 4.1 but if not fixed in 4.1, future clients/recorders transferring with 4.1 agent controllers will not function without special code.",114824,ECLIPSE,Configuration,"The bug report is related to a dynamic deployment issue which suggests that it's related to configuration, specifically the deployment process of recorder binaries."
115506,z_Archived,Other,[JVM Specific; Platform Specific; Regression] Test execution hangs on Linux with Sun JDK 1.4.2,"The defect thread that started from Albert's Linux and Sun JDK install is now reproduced on another Linux machine. The issue is that test execution hangs at 54% on Linux when using Sun JDK 1.4.2 (and perhaps other versions of Sun JDK). There is not a hang when using IBM JRE 1.4.2 (as validated by Albert as well). In a separate but FYI test, test execution does not hang using Sun JDK 1.5 on the Windows platform.",115506,ECLIPSE,Configuration,"The bug report is related to configuration because it mentions specific JVM versions (Sun JDK 1.4.2 and IBM JRE 1.4.2) that cause the issue, indicating a potential problem with the environment or setup rather than a code defect."
115859,z_Archived,Other,[Webdoc] (README) (IAC; Platform specific) Test execution and test recorder hangs on Linux,"Might also be broken on Windows but have not tested this yet. Seems related to Samson's NodeImpl fix from last night, replacing hexl.jar from an earlier build yesterday remedies this recorder hang issue. Although test execution is still broken (and this was the case yesterday morning as well, although we haven't verified on more than just one machine). This seems like a regression in NodeImpl.java for the attach process agent fix from last night -- this is an IAC and Linux issue. RAC on Linux with the same test does not have any noticeable problems.",115859,ECLIPSE,Configuration,"The bug report mentions a specific fix (replacing hexl.jar) that remedies the issue, indicating a potential configuration problem. Additionally, it mentions platform-specific issues on Linux and Windows, suggesting a configuration-related issue."
73477,z_Archived,Other,Dialog; JDialog; Frame; and Window do not come up,"These classes cannot be edited in the ve. This is because the test to see if a title has been applied is in WindowProxyAdapter. But this is too high up in the chain of proxies. It is testing explicitly for Frame.setTitle, but Dialog and JDialog have a different feature for setTitle and Window doesn't have a title at all.",73477,ECLIPSE,Configuration,"The bug report is related to configuration because it mentions specific classes (Frame, Dialog, JDialog, Window) that cannot be edited in the IDE and a test in WindowProxyAdapter that checks for a specific method (setTitle). This suggests an issue with how these classes are being handled or configured in the IDE."
98861,z_Archived,Other,JUnit test hangs when run it via the Run->Test context menu selection in the Test Navigator view,"The version of RAD I'm using has IES 3.0.3: 200505201648. STEPS: 1. created a Java project (NumbersProj) and then after this switched to a Test perspective 2. created a folder in this project (junittests) 3. imported a zip file into this project (see attachment) 4. created a junit test suite in the junittests folder (GaussianIntegerRandomNumberTest) by selecting File->New-Other->Test Suite->JUnit Test Suite Definition 5. created a junit testcase in this test suite (selected GaussianIntegerRandomNumberTest from the Test Navigator view and then New->Test Artifact from its context menu. Selected Test->Test Elements->Test Case. Specified JUnit Test Method and a name of testGenerateNumber). 6. from the JUnit test suite editor, verified testGenerateNumber appeared as a test method 7. from the Behavior page of the test suite editor, specified an invocation for testGenerateNumber 8. closed the test suite, saving the changes made 9. from the Test Navigator view, selected GaussianIntegerRandomNumberTest and then Generate... from its context menu 10. used browse button to select NumbersProj as the Java project (Source folder became disabled/grey) 11. from a Package Explorer view, double-clicked on GaussianIntegerRandomNumberTest.java to open it 12. typed the following in for the body of the testgeneratenumber() method: GaussianIntegerRandomGenerator randomGenerator = new GaussianIntegerRandomGenerator()",98861,ECLIPSE,Configuration,"The bug report is related to configuration because it involves a specific version of RAD (Rational Application Developer) and IES (Integration Services), which suggests that the issue may be caused by incorrect or incompatible settings in the development environment."
99184,z_Archived,Other,(Plat) Unable to run a JUnit test as test from launch configuration,"Defect was found using build TPTP-4.0.0-200506061628 and the RAC from the same build Configure and Start agent controller. Create Java Project Create TPTP JUnit Test Add test methods, as per the on-line documentation Select Run Test New configuration, select SimpleTest and local deployment Click on Run Progress bar shows Launching 60% Then 50% However even after 30 minutes or so, test never launches and runs. metadata\.log is attached",99184,ECLIPSE,Configuration,"The bug report is related to a configuration issue because it involves setting up a launch configuration in Eclipse, which suggests that the problem lies in the project's or user's configuration rather than the code itself."
92067,z_Archived,Other,[Reliability] Test run terminates prematurely before all execution events are loaded in the model,"In the case of large runs with lots of execution events, and this is certainly true in case of a load testing scenario, the execution events recevied by the workbench are queued up for loading into the model. However, the run terminates as soon as the last execution event is received from the agent without waiting for the queues to empty. This has the side-effect that some execution events fall by the wayside since the execution history model is closed prematurely. Suggest that in the TCPDataServer class, the termination sequence on the data processor wait until the BufferFlusher is done emptying all the queues.",92067,ECLIPSE,Configuration,"The bug report suggests a change in the TCPDataServer class to ensure that the termination sequence waits for the BufferFlusher to empty all queues, indicating a configuration issue related to how the system handles large data sets."
92197,z_Archived,Other,(Test) Downstream products should have control over time-out delays,"... in the control agent handshake protocol. A downstream product is launching a test process that requires a long time (more than one minute) before the control agent is initialized and is ready for listening to control commands. The TestExecutionHarnessExecutorStub has a hard-coded 60 seconds time-out delay before it gives up waiting for the agent control in the launched process. In order to accommodate various scenarios, it would be good to allow downstream products to override this time-out value. This can be achieved by adding a protected method to TestExecutionHarnessExecutorStub that returns the number of seconds that the executor should wait for the agent control. Downstream products could define an executor stub that extends the TestExecutionHarnessExecutorStub and override this method.",92197,ECLIPSE,Configuration,"This bug report is related to configuration because it involves modifying code to allow downstream products to override a time-out value, which suggests that the issue is with how the system is configured or customized."
104837,z_Archived,Other,TVT 3.1: TCT 409 - Test Navigator view local dropdown menu 'ToggleLinkingAction.text' label missing,"Switch to Test perspective and open Test Navigator view. Open drop-down menu in the upper right corner of Test Navigator. Second menu item from the bottom reads as 'ToggleLinkingAction.text' (see screencap) while it should probably say 'Link with Editor'. Also, tooltip for Test Navigator toolbar button shows 'ToogleLinkingAction.toolTip'.",104837,ECLIPSE,Other,"This bug report is related to a UI issue in the Test Navigator view of TVT 3.1, specifically with the label and tooltip for the 'ToggleLinkingAction' option. There's no indication that it's related to configuration settings."
116999,Calendar,Other,TEST,TESTING,116999,MOZILLA,Other,"The bug report does not contain any keywords related to configuration, such as 'config', 'setting', or 'environment variable'. The description is also generic and does not provide any specific details about the issue."
117000,Calendar,Other,TEST,TESTING,117000,MOZILLA,Other,"The bug report does not contain any keywords related to configuration, such as 'config', 'setting', or 'environment variable'. The description is also generic and does not provide any specific details about the issue."
10360,Core,Other,testing; ignore,test worked,10360,MOZILLA,Other,"The bug report does not contain any specific details related to configuration, such as misconfigured settings or unexpected behavior due to incorrect setup. The description mentions that the test worked, which suggests a successful execution rather than an issue with configuration."
10414,Core,Other,test bug,"checking to make sure security bugs are being assigned to correct person. it seems like they're still getting assigned to tomw, and not mwelch",10414,MOZILLA,Configuration,"The bug report is related to a configuration issue because it involves the assignment of security bugs to specific individuals, which suggests a problem with user or role management within the project."
70088,Core,Other,test; please ignore,No description provided.,70088,MOZILLA,Other,"The bug report does not contain any specific details about the issue, and there is no mention of configuration settings or environment variables that could be related to a configuration bug."
70089,Core,Other,test; please ignore,No description provided.,70089,MOZILLA,Other,"The bug report does not contain any specific details about the issue, and there is no mention of configuration settings or environment variables that could be related to a configuration bug."
562631,Core ,Other,layout/generic/test/test_bug496275.html makes mochitest-plain time out when the HTML5 parser is enabled,"http://tinderbox.mozilla.org/showlog.cgi?log=MozillaTry/1272524382.1272536445.1662.gz http://tinderbox.mozilla.org/showlog.cgi?log=MozillaTry/1272523694.1272535568.30401.gz 80548 INFO Running /tests/layout/generic/test/test_bug496275.html... command timed out: 300 seconds without output, killing pid 19142 process killed by signal 9 program finished with exit code -1",https://bugzilla.mozilla.org/show_bug.cgi?id=562631,MOZILLA,Configuration,"The bug report is related to a configuration issue because it mentions the HTML5 parser, which is likely enabled or disabled through project settings. The timeout error suggests that there's an issue with how the test is configured to run with the HTML5 parser enabled."
563643,Core ,Other,"[Debug MacOSX SeaMonkey] leak test: ""ASSERTION: Want to fire mutation events, but it's not safe"" since bug 429175landing. (""all"" other test suites too)","Examples: http://tinderbox.mozilla.org/showlog.cgi?log=SeaMonkey/1272966480.1272967513.17287.gz&fulltext=1 Linux comm-central-trunk leak test build on 2010/05/04 02:48:00 http://tinderbox.mozilla.org/showlog.cgi?log=SeaMonkey/1272980836.1272982347.16548.gz&fulltext=1 OS X 10.5 comm-central-trunk leak test build on 2010/05/04 06:47:16 I'm not copying the stack as afaik it's unreliable on these platforms ftb. (And our Windows build has another issue atm :-() Regression timeframe: http://hg.mozilla.org/mozilla-central/pushloghtml?fromchange=1acce93e0198&tochange=02ca6f9215bc ""You are not authorized to access bug #429175.""",https://bugzilla.mozilla.org/show_bug.cgi?id=563643,MOZILLA,Configuration,"The bug report mentions specific platforms (MacOSX, Linux, OS X) and builds (comm-central-trunk), which suggests that the issue is related to configuration or environment settings rather than a general code problem."
719389,Core ,Other,"Fix ""#ifdef MOZ_WINSDK_TARGETVER >= MOZ_NTDDI_LONGHORN"" from bug 441197","Noticed when trying to build using ""--with-windows-version=502"". https://tbpl.mozilla.org/?tree=Try&rev=b6ec764aef44 https://tbpl.mozilla.org/php/getParsedLog.php?id=8663207&tree=Try WINNT 5.2 try build on 2012-01-19 02:34:26 PST for push b6ec764aef44 { nsAppShell.cpp e:/builds/moz2_slave/try-w32/build/widget/src/windows/nsAppShell.cpp(258) : warning C4067: unexpected tokens following preprocessor directive - expected a newline e:/builds/moz2_slave/try-w32/build/widget/src/windows/nsAppShell.cpp(259) : error C3083: 'widget': the symbol to the left of a '::' must be a type e:/builds/moz2_slave/try-w32/build/widget/src/windows/nsAppShell.cpp(259) : error C2039: 'StopAudioSession' : is not a member of 'mozilla' e:/builds/moz2_slave/try-w32/build/widget/src/windows/nsAppShell.cpp(259) : error C3861: 'StopAudioSession': identifier not found ... make[7]: *** [nsAppShell.obj] Error 2 }",https://bugzilla.mozilla.org/show_bug.cgi?id=719389,MOZILLA,Configuration,"The bug report is related to a configuration issue due to the presence of '#ifdef' directive and specific Windows version checks, indicating that the problem arises from incorrect or outdated configuration settings."
858588,Core ,Other,"mochitest-3 is nearly perma-orange on m-c nightly builds (""test_bug445544.html | Part 1 successfully loaded from the application cache"" and more)","m-c is closed until this is resolved. https://tbpl.mozilla.org/php/getParsedLog.php?id=21466833&tree=Mozilla-Central 04:32:23 INFO - 21840 ERROR TEST-UNEXPECTED-FAIL | /tests/dom/tests/mochitest/ajax/offline/test_bug445544.html | Part 1 successfully loaded from the application cache. 04:32:24 INFO - 21858 ERROR TEST-UNEXPECTED-FAIL | /tests/dom/tests/mochitest/ajax/offline/test_bug474696.html | Got correct fallback for namespace1 - got 2, expected 1 04:37:47 INFO - 21861 ERROR TEST-UNEXPECTED-FAIL | /tests/dom/tests/mochitest/ajax/offline/test_bug544462.html | Test timed out. 04:37:54 INFO - 21867 ERROR TEST-UNEXPECTED-FAIL | /tests/dom/tests/mochitest/ajax/offline/test_bug744719-cancel.html | Previous test failed to clear offline-app permission! Expect failures. 04:37:56 INFO - 21906 ERROR TEST-UNEXPECTED-FAIL | /tests/dom/tests/mochitest/ajax/offline/test_bug744719.html | http://mochi.test:8888/tests/dom/tests/mochitest/ajax/offline/744719.cacheManifest should exist in the offline cache 04:37:56 INFO - 21907 ERROR TEST-UNEXPECTED-FAIL | /tests/dom/tests/mochitest/ajax/offline/test_bug744719.html | http://mochi.test:8888/tests/SimpleTest/SimpleTest.js should exist in the offline cache 04:37:56 INFO - 21908 ERROR TEST-UNEXPECTED-FAIL | /tests/dom/tests/mochitest/ajax/offline/test_bug744719.html | http://mochi.test:8888/tests/dom/tests/mochitest/ajax/offline/offlineTests.js should exist in the offline cache 04:37:56 INFO - 21909 ERROR TEST-UNEXPECTED-FAIL | /tests/dom/tests/mochitest/ajax/offline/test_bug744719.html | http://mochi.test:8888/tests/dom/tests/mochitest/ajax/offline/subresource744719.html?001 should exist in the offline cache ...and more",https://bugzilla.mozilla.org/show_bug.cgi?id=858588,MOZILLA,Configuration,"The bug report is related to configuration because it mentions issues with application cache, offline-app permission, and the presence of files in the offline cache. These are all indicators that the issue is related to how the browser is configured or set up."
898713,Core ,Other,layout/generic/test/test_bug496275.html makes mochitest-plain time out when the HTML5 parser is enabled,"mozilla-inbound is currently closed due to orange. This orange comes in the form of unexpected assertions on Mac OS X debug mochitests. They're happening most reliably on 10.7, but also on other versions. The assertion appears to be: 14:39:58 INFO - [Parent 334] ###!!! ASSERTION: Texture initialization failed! -- error 0x506, Source 0, Source format 0, RGBA Compat 1: 'Error', file ../../../gfx/layers/opengl/CompositorOGL.cpp, line 904 though I have not confirmed this is the only assertion. The problem we have is that the orange is the result of a backout -- a backout of bug 873378. This bug caused major regressions, probably due to the problem that bug 896250 and bug 897239 attempted to fix, but were backed out for. (Probably for the same reason the tree is currently closed.) I think what this means is that bug 873378 disabled some pretty significant aspects of the layers system, and on top of that some regression landed that broke something, leading to these assertions, but only leading to these assertions if bug 873378's breakage is not present. We need to bisect to find the actual cause of the problem and back it out. This means bisecting about a week worth of changes.",https://bugzilla.mozilla.org/show_bug.cgi?id=562631,MOZILLA,Configuration,"The bug report is related to configuration because the issue seems to be caused by a backout of bug 873378, which disabled some significant aspects of the layers system. This suggests that the problem lies in how the layers system was configured or modified, rather than a specific code change."
1105806,Core ,Other,bug1103273-1.js and bug1103273-2.js are going to permafail when Gecko 36 merges to Aurora tomorrow,This is extremely urgent since the uplift is tomorrow. https://tbpl.mozilla.org/php/getParsedLog.php?id=53560693&tree=Try Unprotected use of TypedObject = you're going to have a bad time when you're not on Nightly...,https://bugzilla.mozilla.org/show_bug.cgi?id=1105806,MOZILLA,Configuration,"The bug report is related to Gecko 36 merging to Aurora, which suggests a configuration issue due to the upcoming merge."
943524,Firefox,Other,Fix holly after bug 805374 broke tests,No description provided.,https://bugzilla.mozilla.org/show_bug.cgi?id=943524,MOZILLA,Configuration,"The bug report is related to configuration because it mentions a specific bug (805374) that broke tests, indicating a change in the environment or configuration."
1033449,Firefox,Other,Gaia unit tests are perma-failing on b2g30_v1_4 since bug 874510 was merged into production,b2g30 is closed until this is resolved. https://tbpl.mozilla.org/php/getParsedLog.php?id=42950417&tree=Mozilla-B2g30-v1.4 b2g_ubuntu64_vm mozilla-b2g30_v1_4 opt test gaia-unit on 2014-07-02 09:04:13 PDT for push d597b94be592 slave: tst-linux64-spot-809 09:13:31 INFO - gaia-unit-tests TEST-START | keyboard/test/unit/jspinyin_test.js | 09:13:31 INFO - gaia-unit-tests TEST-START | keyboard/test/unit/jspinyin_test.js | jspinyin 09:13:31 INFO - gaia-unit-tests TEST-UNEXPECTED-FAIL | keyboard/test/unit/jspinyin_test.js | jspinyin load | expected #{this} to equal #{exp} 09:13:31 INFO - gaia-unit-tests INFO | stack trace: 09:13:31 INFO - Error: expected #{this} to equal #{exp} 09:13:31 INFO - at chaiAssert (http://keyboard.gaiamobile.org:8080/common/test/helper.js:33:1) 09:13:31 INFO - at assertEqual (http://keyboard.gaiamobile.org:8080/common/vendor/chai/chai.js:648:1) 09:13:31 INFO - at (anonymous) (http://keyboard.gaiamobile.org:8080/common/vendor/chai/chai.js:2724:1) 09:13:31 INFO - at isDefined (http://keyboard.gaiamobile.org:8080/common/vendor/chai/chai.js:1843:9) 09:13:31 INFO - at (anonymous) (http://keyboard.gaiamobile.org:8080/test/unit/jspinyin_test.js:156:5) 09:13:31 INFO - at wrapper (http://keyboard.gaiamobile.org:8080/common/test/mocha_generators.js:62:13) 09:13:31 INFO - at run (http://keyboard.gaiamobile.org:8080/common/vendor/mocha/mocha.js:3709:7) 09:13:31 INFO - at runTest (http://keyboard.gaiamobile.org:8080/common/vendor/mocha/mocha.js:4087:5) 09:13:31 INFO - at (anonymous) (http://keyboard.gaiamobile.org:8080/common/vendor/mocha/mocha.js:4133:7) 09:13:31 INFO - at next (http://keyboard.gaiamobile.org:8080/common/vendor/mocha/mocha.js:4013:7) 09:13:31 INFO - at (anonymous) (http://keyboard.gaiamobile.org:8080/common/vendor/mocha/mocha.js:4022:7) 09:13:31 INFO - at next (http://keyboard.gaiamobile.org:8080/common/vendor/mocha/mocha.js:3970:16) 09:13:31 INFO - at (anonymous) (http://keyboard.gaiamobile.org:8080/common/vendor/mocha/mocha.js:3990:5) 09:13:31 INFO - at (anonymous) (http://keyboard.gaiamobile.org:8080/common/vendor/mocha/mocha.js:4938:28) 09:13:31 INFO - gaia-unit-tests TEST-UNEXPECTED-FAIL | keyboard/test/unit/jspinyin_test.js | jspinyin init | jspinyin is undefined etc...,https://bugzilla.mozilla.org/show_bug.cgi?id=1033449,MOZILLA,Configuration,"The bug report is related to a configuration issue because it mentions that the Gaia unit tests are perma-failing on b2g30_v1_4 since bug 874510 was merged into production, which suggests that there's an incompatibility or misconfiguration between the two versions."
1069891,Firefox,Other,"""mach reftest --debugger"" is broken","Current mozilla-central tree, rev c8e325eee9e1: # ./mach reftest --debugger gdb layout/reftests/reftest.list 0:00.07 /usr/bin/make -C . -j12 -s -w reftest make: Entering directory `/md1/objdir/md1/src/mc' REFTEST INFO | runreftest.py | Running tests: start. Traceback (most recent call last): File ""_tests/reftest/runreftest.py"", line 545, in <module> main() File ""_tests/reftest/runreftest.py"", line 542, in main sys.exit(reftest.runTests(args[0], options)) File ""_tests/reftest/runreftest.py"", line 250, in runTests return self.runSerialTests(testPath, options, cmdlineArgs) File ""_tests/reftest/runreftest.py"", line 346, in runSerialTests timeout=options.timeout + 30.0) File ""/md1/objdir/md1/src/mc/_tests/reftest/automation.py"", line 831, in runApp cmd, args = self.buildCommandLine(app, debuggerInfo, profileDir, testURL, extraArgs) File ""/md1/objdir/md1/src/mc/_tests/reftest/automation.py"", line 739, in buildCommandLine args.extend(debuggerInfo[""args""]) TypeError: tuple indices must be integers, not str make: Leaving directory `/md1/objdir/md1/src/mc'",https://bugzilla.mozilla.org/show_bug.cgi?id=1069891,MOZILLA,Configuration,"The bug report is related to a configuration issue because it involves the use of a specific command (`mach reftest --debugger`) and a debugger (gdb), which suggests that there might be an issue with the environment or configuration settings."
483857,MailNews Core,Other,JavaScript Debug assertions in gloda mime tests,"I'm trying to run make check on debug builds, I'm hitting various debug assertions in the gloda tests which means I can't do a successful ""make -C mailnews check"" run on a debug build. This isn't good for our developers who generally use debug builds afaik, hence the blocker status.",https://bugzilla.mozilla.org/show_bug.cgi?id=483857,MOZILLA,Configuration,"The bug report is related to configuration because it mentions 'debug builds' and 'make check', which suggests that the issue is with the build or testing environment, rather than a specific code implementation."
550980,MailNews Core,Other,nsMsgDBFolder.cpp:180: error: cannot convert ï¿½const char*ï¿½ to ï¿½nsStringBuffer*ï¿½ in initialization (port bug 534136),"Bug 534136 did some changes to the way nsAtoms work, therefore we need to port that across to mailnews. Typical error message: ccache /tools/gcc-4.3.3/bin/g++ -o nsMsgDBFolder.o -c -I../../../mozilla/dist/system_wrappers -include /buildbot/comm-central-trunk-bloat-linux/build/mozilla/config/gcc_hidden.h -D_IMPL_NS_MSG_BASE -DMOZILLA_INTERNAL_API -DMOZ_THUNDERBIRD=1 -DOSTYPE=\""Linux2.6.18-164.11.1\"" -DOSARCH=Linux -I/buildbot/comm-central-trunk-bloat-linux/build/mailnews/base/util -I. -I../../../mozilla/dist/include/xpcom -I../../../mozilla/dist/include/string -I../../../mozilla/dist/include/msgbase -I../../../mozilla/dist/include/rdf -I../../../mozilla/dist/include/necko -I../../../mozilla/dist/include/msgdb -I../../../mozilla/dist/include/intl -I../../../mozilla/dist/include/mork -I../../../mozilla/dist/include/locale -I../../../mozilla/dist/include/pref -I../../../mozilla/dist/include/rdfutil -I../../../mozilla/dist/include/mime -I../../../mozilla/dist/include/caps -I../../../mozilla/dist/include/msgcompose -I../../../mozilla/dist/include/addrbook -I../../../mozilla/dist/include/docshell -I../../../mozilla/dist/include/uriloader -I../../../mozilla/dist/include/msgimap -I../../../mozilla/dist/include/msglocal -I../../../mozilla/dist/include/msgnews -I../../../mozilla/dist/include/txmgr -I../../../mozilla/dist/include/uconv -I../../../mozilla/dist/include/unicharutil -I../../../mozilla/dist/include/nkcache -I../../../mozilla/dist/include/mimetype -I../../../mozilla/dist/include/windowwatcher -I../../../mozilla/dist/include/htmlparser -I../../../mozilla/dist/include/content -I../../../mozilla/dist/include/layout -I../../../mozilla/dist/include/loginmgr -I../../../mozilla/dist/include/pipnss -I../../../mozilla/dist/include/zlib -I../../../mozilla/dist/include -I../../../mozilla/dist/include/msgbaseutil `/buildbot/comm-central-trunk-bloat-linux/build/objdir-tb/mozilla/dist/bin/nspr-config --prefix=/buildbot/comm-central-trunk-bloat-linux/build/objdir-tb/mozilla/dist --includedir=/buildbot/comm-central-trunk-bloat-linux/build/objdir-tb/mozilla/dist/include/nspr --cflags` -I/buildbot/comm-central-trunk-bloat-linux/build/objdir-tb/mozilla/dist/include/nss -fPIC -fno-rtti -fno-exceptions -Wall -Wpointer-arith -Woverloaded-virtual -Wsynth -Wno-ctor-dtor-privacy -Wno-non-virtual-dtor -Wcast-align -Wno-invalid-offsetof -Wno-variadic-macros -Werror=return-type -Wno-long-long -pedantic -gstabs+ -fno-strict-aliasing -fshort-wchar -pthread -pipe -DDEBUG -D_DEBUG -DDEBUG_cltbld -DTRACING -g -fno-inline -DMOZILLA_CLIENT -include ../../../comm-config.h -Wp,-MD,.deps/nsMsgDBFolder.pp /buildbot/comm-central-trunk-bloat-linux/build/mailnews/base/util/nsMsgDBFolder.cpp /buildbot/comm-central-trunk-bloat-linux/build/mailnews/base/util/nsMsgDBFolder.cpp:180: error: cannot convert â€˜const char*â€™ to â€˜nsStringBuffer*â€™ in initialization (repeated lots of times).",https://bugzilla.mozilla.org/show_bug.cgi?id=550980,MOZILLA,Configuration,"The bug report is related to a compilation error due to a type mismatch between 'const char*' and 'nsStringBuffer*', which suggests that the issue is likely caused by incorrect configuration or compiler settings."
792804,MailNews Core,Other,"Test failure: mailnews/news/test/unit/test_bug540288.js | [Exception... ""Component returned failure code: 0x80040111 (NS_ERROR_NOT_AVAILABLE) [nsICacheSession.openCacheEntry]"" nsresult: ""0x80040111 (NS_ERROR_NOT_AVAILABLE)""","Since bug 695399 landed on mozilla-central, comm-central xpcshell tests are busted: TEST-UNEXPECTED-FAIL | /home/cltbld/talos-slave/test/build/xpcshell/tests/mailnews/news/test/unit/test_bug540288.js | test failed (with xpcshell return code: 0), see following log: TEST-UNEXPECTED-FAIL | /home/cltbld/talos-slave/test/build/xpcshell/tests/mailnews/news/test/unit/test_bug540288.js | [Exception... ""Component returned failure code: 0x80040111 (NS_ERROR_NOT_AVAILABLE) [nsICacheSession.openCacheEntry]"" nsresult: ""0x80040111 (NS_ERROR_NOT_AVAILABLE)"" location: ""JS frame :: /home/cltbld/talos-slave/test/build/xpcshell/tests/mailnews/news/test/unit/test_bug540288.js :: run_test :: line 76"" data: no] The attached patch fixes this test by using asyncOpenCacheEntry instead of openCacheEntry.",https://bugzilla.mozilla.org/show_bug.cgi?id=792804,MOZILLA,Configuration,The bug report is related to a configuration issue because it mentions the use of 'openCacheEntry' which has been replaced by 'asyncOpenCacheEntry'. This suggests that the problem is due to an outdated or incorrect configuration setting.
45882,SeaMonkey,Other,Test bug,Test bug,45882,MOZILLA,Other,"The bug report does not contain any specific details related to configuration, such as misconfigured settings or incorrect environment variables. The description is a generic test bug and does not indicate any configuration-related issues."
911605,Tree Management,Other,Unhide gaia-ui-test once bug 911552 is successfully merged and date-based test failures are no longer occurring,"Bug 911552 caused the gaia-ui-test suite to fail on all trees because the date is a single digit. There's a fix that has been merged to the gaia-ui-tests repository (which had a passing CI run in the pull request), but the tests that ran when the pull request was merged had some random failure, preventing the fix from being pushed to b2g-inbound by the gaia pushbot, which in turn means that the fix can't be merged around to the other trees. No one seems to be around this weekend to do anything about this, tests shouldn't be failing because the date doesn't have two digits, and the trees shouldn't be indefinitely closed until this can be sorted out, so I'm hiding the Gu tests until this can be sorted out.",https://bugzilla.mozilla.org/show_bug.cgi?id=911605,MOZILLA,Configuration,"The bug report is related to configuration because it involves a specific fix being merged into the gaia-ui-tests repository, which suggests that the issue is with the test environment or configuration rather than the code itself."
