Bug-ID;Project;Classification;Summary;Description;Link;Enviroment;Tags;Dataset
UVL_821;UVLHub;Other;Unit Tests Visualize UVL;Descripción Este issue se enfoca en realizar pruebas para la funcionalidad **Visualize UVL**. El objetivo es asegurarse de que el UVL se visualice correctamente y cumpla con los requisitos establecidos. Tareas: - Verificar que el UVL se cargue correctamente en la interfaz. - Asegurarse de que los datos del UVL sean precisos y coincidan con la base de datos. - Comprobar que todos los elementos visuales del UVL estén correctamente alineados y sin errores de diseño. - Validar que el sistema maneje correctamente los casos de error, como UVLs vacíos o con datos erróneos.;https://github.com/ch0cohub/choco-hub-1/issues/28;;Test, Low Priority;UVLHub
UVL_822;UVLHub;Other;Unit Tests View User Datasets;Descripción Este issue se enfoca en visualizar y verificar que los datasets del usuario estén correctamente accesibles y que la información mostrada sea precisa y consistente. Tareas: - Verificar que los datasets de los usuarios se carguen correctamente. - Comprobar que los datos mostrados en cada dataset correspondan a los registros correctos.;https://github.com/ch0cohub/choco-hub-1/issues/27;;Test, Low Priority;UVLHub
UVL_823;UVLHub;Configuration;Despliegue en Render;Realizar el despliegue del proyecto en la plataforma Render para que sea accesible de forma pública. Tareas: - Configurar el proyecto en Render. - Subir el repositorio a la plataforma. - Verificar que el sistema funcione correctamente en el entorno de Render. - Realizar pruebas para garantizar que todo esté funcionando de acuerdo a lo esperado.;https://github.com/ch0cohub/choco-hub-1/issues/26;;Medium Priority, Task;UVLHub
UVL_824;UVLHub;Other;Integration incident,;wi funcionality problems (view profile and visualize uvl), and test dont run properly;https://github.com/ch0cohub/choco-hub-1/issues/22;;Bug, Medium Priority;UVLHub
UVL_825;UVLHub;Other;WI-7: View user profile;"ID del WI: WI-7 Descripción: Como usuario, quiero poder hacer clic en el nombre y/o apellido de un usuario (que aparece en el perfil de un dataset bajo la etiqueta ""Uploaded by"") y ser dirigido a una página donde pueda ver todos los datasets que ese usuario ha subido a la plataforma. Tipo: Funcionalidad (feat) Prioridad: Baja";https://github.com/ch0cohub/choco-hub-1/issues/8;;Feature, Low Priority;UVLHub
UVL_826;UVLHub;Other;WI-6: Search queries;ID del WI: WI-6 Descripción: Desarrollar la posibilidad de consultar el repositorio para obtener un conjunto de modelos o descargarlos todos. Tipo: Funcionalidad (feat) Prioridad: Alta;https://github.com/ch0cohub/choco-hub-1/issues/7;;Feature, High Priority;UVLHub
UVL_827;UVLHub;Other;WI-5: UVL editor;ID del WI: WI-5 Descripción: Desarrollar una herramienta para editar un archivo UVL y exportarlo o pasarlo a un parser. Tipo: Funcionalidad (feat) Prioridad: Alta;https://github.com/ch0cohub/choco-hub-1/issues/6;;Feature, High Priority;UVLHub
UVL_828;UVLHub;Other;WI-4: Rate Data sets/models;ID del WI: WI-4 Descripción: Desarrollar un sistema para evaluar datasets y modelos en base a diferentes criterios. Tipo: Funcionalidad (feat) Prioridad: Media;https://github.com/ch0cohub/choco-hub-1/issues/5;;Feature, High Priority;UVLHub
UVL_829;UVLHub;Other;WI-3: New test cases;ID del WI: WI-3 Descripción: Crear casos de prueba adicionales para asegurar la cobertura de los nuevos módulos desarrollados. Tipo: Pruebas (test) Prioridad: Alta;https://github.com/ch0cohub/choco-hub-1/issues/4;;Test, High Priority;UVLHub
UVL_830;UVLHub;Other;WI-2: Anonymize datasets;ID del WI: WI-2 Descripción: Anonimizar datasets para que los metadatos de los autores sean anónimos, con la opción de hacerlo público más tarde. Tipo: Funcionalidad (feat) Prioridad: Alta;https://github.com/ch0cohub/choco-hub-1/issues/3;;Feature, High Priority;UVLHub
UVL_831;UVLHub;Other;WI-1: Visualize UVL;ID del WI: WI-1 Título: Visualize UVL Descripción: Crear una interfaz gráfica que permita la visualización de UVL en tiempo real. Tipo: Funcionalidad (feat) Prioridad: Alta;https://github.com/ch0cohub/choco-hub-1/issues/2;;Feature, High Priority;UVLHub
UVL_832;UVLHub;Other;FEAT: Change securty text;Hay que cambiar el titulo de la página de establecer las preguntas de seguridad;https://github.com/natillas-hub/uvlhub/issues/44;;enhancement, Priority: High ⚠️, Complexity: Low 🔽, code;UVLHub
UVL_833;UVLHub;Configuration;FIX: Solve DockerHub Issue;"Add missing "":"" on DockerHub workflow";https://github.com/natillas-hub/uvlhub/issues/41;;Priority: High ⚠️, Complexity: Low 🔽, fix;UVLHub
UVL_834;UVLHub;Configuration;FEAT: Add Workflow DockerHub;Add the DockerHub workflow to the repository;https://github.com/natillas-hub/uvlhub/issues/38;;Priority: High ⚠️, Complexity: Low 🔽, code;UVLHub
UVL_835;UVLHub;Other;FIX: Solve Explore and Dataset Tests Issues;Explore and Dataset Selenium tests are presenting problems on performance due to interference with new methods. They need to be identified and solved as soon as possible;https://github.com/natillas-hub/uvlhub/issues/32;;Priority: High ⚠️, Complexity: Low 🔽, code, fix, test;UVLHub
UVL_836;UVLHub;Other;FIX: Download from all users;- [x] Users should be able to download all datasets without loging in - [x] Download All button is downloading only datasets from user with user_id=1 and it should download all datasets from all users;https://github.com/natillas-hub/uvlhub/issues/25;;Priority: Low, Complexity: Low 🔽, code, fix;UVLHub
UVL_837;UVLHub;Other;TEST: Staging area;Tests need to satisfy more coverage percentage. Selenium or Locust must be added as well for this feature.;https://github.com/natillas-hub/uvlhub/issues/24;;Priority: Medium, Complexity: Low 🔽, code, test;UVLHub
UVL_838;UVLHub;Other;TEST: Download all;Tests need to satisfy more coverage percentage. Selenium or Locust must be added as well for this feature.;https://github.com/natillas-hub/uvlhub/issues/23;;Priority: Medium, Complexity: Low 🔽, code, test;UVLHub
UVL_839;UVLHub;Other;TEST: Advanced filtering;Tests need to satisfy more coverage percentage. Selenium or Locust must be added as well for this feature.;https://github.com/natillas-hub/uvlhub/issues/22;;Priority: Medium, Complexity: Low 🔽, code, test;UVLHub
UVL_840;UVLHub;Other;TEST: View user profile;Tests need to satisfy more coverage percentage. Selenium or Locust must be added as well for this feature.;https://github.com/natillas-hub/uvlhub/issues/21;;Priority: Medium, Complexity: Low 🔽, code, test;UVLHub
UVL_841;UVLHub;Other;TEST: Remember my password;Tests need to satisfy more coverage percentage. Selenium or Locust must be added as well for this feature.;https://github.com/natillas-hub/uvlhub/issues/20;;Priority: Medium, Complexity: Low 🔽, code, test;UVLHub
UVL_842;UVLHub;Other;TEST: Download in different formats;Tests need to satisfy more coverage percentage. Selenium or Locust must be added as well for this feature.;https://github.com/natillas-hub/uvlhub/issues/19;;Priority: Medium, Complexity: Low 🔽, code, test;UVLHub
UVL_843;UVLHub;Other;DOCS: Add Wiki;Añadir las siguientes páginas con los datos del [acta fundacional](https://docs.google.com/document/d/15vvukgQkttLshGOQh-JAdoO4x65jM3Fn/edit): - [x] Política de Issues - [x] Política de ramas - [x] Política de pull requests - [x] Política de commits;https://github.com/natillas-hub/uvlhub/issues/15;;documentation, Priority: Low, Complexity: Low 🔽;UVLHub
UVL_844;UVLHub;Other;FEAT: Add Workflow Coveralls;Add the Workflow Coveralls to the repository;https://github.com/natillas-hub/uvlhub/issues/14;;Priority: Medium, Complexity: Medium ▶️, code;UVLHub
UVL_845;UVLHub;Other;FEAT: Staging area (H);"As a user, I want to be able to upload datasets to Uvlhub and not put them into Zenodo immediately, but keep them in a kind of stage inside Uvlhub, so that I can edit them over time and when I want them to be permanent, then I can press a button that is ""Upload to Zenodo"". Include at least one unit test.";https://github.com/natillas-hub/uvlhub/issues/7;;Priority: Medium, Complexity: High 🔼, code, test;UVLHub
UVL_846;UVLHub;Other;FEAT: Advanced filtering (H);As a user I want to filter by number of features, number of products, etc. to obtain datasets according to my needs. Include at least one unit test.;https://github.com/natillas-hub/uvlhub/issues/6;;Priority: Medium, Complexity: High 🔼, code, test;UVLHub
UVL_847;UVLHub;Other;FEAT: Create Fakenodo (H);As a developer, I want to have a dummy Zenodo in order to do as many tests and requests without reaching the limit of the Zenodo API and consume my resources. Include at least one unit test.;https://github.com/natillas-hub/uvlhub/issues/5;;Priority: High ⚠️, Complexity: High 🔼, code, test;UVLHub
UVL_848;UVLHub;Other;FEAT: Download all (M);As a user, I want a 'Download all' button somewhere that downloads ALL datasets with ALL models and in ALL formats. Include at least one unit test.;https://github.com/natillas-hub/uvlhub/issues/4;;Priority: Low, Complexity: Medium ▶️, code, test;UVLHub
UVL_849;UVLHub;Other;FEAT: Download in different formats (M);As a user, I want to be able to download the models or dataset in different formats (e.g., dimacs), for use in my own projects. Include at least one unit test.;https://github.com/natillas-hub/uvlhub/issues/3;;Priority: Medium, Complexity: Medium ▶️, code, test;UVLHub
UVL_850;UVLHub;Other;FEAT: View user profile (L);As a user, I want to be able to access a user’s profile in order to see their uploaded datasets. Include at least one unit test.;https://github.com/natillas-hub/uvlhub/issues/2;;Priority: Low, Complexity: Low 🔽, code, test;UVLHub
UVL_851;UVLHub;Other;FEAT: Remember my password (L);As a user, I want to be able to request a password change via the login screen. Include at least one unit test.;https://github.com/natillas-hub/uvlhub/issues/1;;Priority: Low, Complexity: Low 🔽, code, test;UVLHub
UVL_852;UVLHub;Other;FEAT - Change buttom color;**Describe your feature request** CHange the Explore more datasets bottom **Describe the solution you'd like** Change the background color **Describe alternatives you've considered** A clear and concise description of any alternative solutions or features you've considered. **Additional context** Add any other context or screenshots about the feature request here.;https://github.com/pringa-uvlhub/uvlhub/issues/211;;priority: minor, enhancement;UVLHub
UVL_853;UVLHub;Other;FEAT - Add searcher;**Describe your feature request** Test for M3 **Describe the solution you'd like** A new searcher for a new functionality **Describe alternatives you've considered** x **Additional context** Add any other context or screenshots about the feature request here.;https://github.com/pringa-uvlhub/uvlhub/issues/209;;priority: medium, enhancement;UVLHub
UVL_854;UVLHub;Configuration;CONFIG - Add Discord Bot Token as Environment Variable in Render;**Describe what aspect of configuration you are going to add** We need to properly configure the Discord bot token as an environment variable in Render to ensure the bot (pringa_bot) can be deployed and work correctly without exposing sensitive information in the repository. **Describe how you are going to implement it** Access the Render Dashboard and navigate to the specific service for deployment. In the Environment section of the Render settings, add a new environment variable: Key: DISCORD_BOT_TOKEN Value: [The newly reset Discord bot token];https://github.com/pringa-uvlhub/uvlhub/issues/207;;priority: medium, configuration;UVLHub
UVL_855;UVLHub;Configuration;BUG - Discord bot token exposed in public repository;**Describe the bug** The Discord bot token for pringa_bot was exposed in the .env.local.example file in the public repository, leading to the automatic reset of the bot's token by Discord for security reasons. This could allow unauthorized use of the bot if not resolved promptly. **To Reproduce** Steps to reproduce the behavior: 1. Navigate to the GitHub repository: GitHub link. 2. Open the .env.local.example file. 3. Scroll down to the bot token line. 4.The bot token is visible in plain text. **Expected behavior** The bot token should not be exposed in any public files or repositories. Sensitive environment variables such as bot tokens should be kept secure, either by using local .env files that are listed in .gitignore or by using secrets management tools. **Screenshots** ![imagen](https://github.com/user-attachments/assets/6ea0a6d7-2829-4957-a05c-2d17353e5f27);https://github.com/pringa-uvlhub/uvlhub/issues/206;;bug, priority: medium;UVLHub
UVL_856;UVLHub;Other;"FEAT - Add ""pringa_bot"" Discord integration link to the sidebar";"**Describe your feature request** Add an external link to the app's sidebar allowing users to easily add the ""pringa_bot"" to their Discord servers. This feature will provide users with a direct method to integrate the bot into their Discord communities, improving the bot's visibility and accessibility. **Describe the solution you'd like** Include a link labeled ""Add pringa_bot to Discord"" to the sidebar that directs users to the Discord OAuth authorization page for the bot. **Describe alternatives you've considered** Adding the link in the footer instead of the sidebar, but placing it in the sidebar offers better visibility and aligns with other navigation items.";https://github.com/pringa-uvlhub/uvlhub/issues/204;;priority: medium, enhancement;UVLHub
UVL_857;UVLHub;Other;FEAT - Rating feature models;**Describe your feature request** The functionality to rate feature models will be added. **Describe the solution you'd like** The stars and the rate button will be added to be able to rate feature models. **Describe alternatives you've considered** You will not be able to rate a feature model if you are not logged in.;https://github.com/pringa-uvlhub/uvlhub/issues/200;;priority: medium, enhancement;UVLHub
UVL_858;UVLHub;Other;BUG - Appearance of datasets on a profile who shouldn't;**Describe the bug** If I access to an user, and I try to see the datasets of another user, datasets appear in staging area and unsynchronized. **To Reproduce** Steps to reproduce the behavior: 1. Go to a dataset from another user. 2. Click on the profile 3. Scroll down to user datasets 4. If a dataset is on staging area, it will appear 5. If you click on it, it will show an error. **Expected behavior** The datasets which are on staging area and unsychronized shouldn't appear. **Screenshots** ![imagen](https://github.com/user-attachments/assets/de73edd7-b2a5-4003-a550-89f33b46c88a) ![imagen](https://github.com/user-attachments/assets/93d8bd0f-2d7e-43a4-9017-925df775ecf8);https://github.com/pringa-uvlhub/uvlhub/issues/197;;bug, priority: medium;UVLHub
UVL_859;UVLHub;Other;BUG - Error when updating a dataset with a publication type containing spaces;**Describe the bug** A bug has been detected whereby when you try to update a dataset by giving it a publication type with spaces it returns an error and does not update it. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'My datasets' 2. Click on 'Any dataset in staging area' 3. Update the dataset with a publication type value with spaces e.g. ‘Software Documentation’. 4. See error **Expected behavior** That it is satisfactorily updated **Screenshots** ![imagen](https://github.com/user-attachments/assets/78a05fcc-7b10-4c3d-848f-fb084f14eae7) ![imagen](https://github.com/user-attachments/assets/28b779a1-3a48-471d-98c7-7d01cab9cd5d) **Additional context** You get the same error when trying to upload the dataset from the staging area to zenodo or fakenodo because before uploading it updates the dataset in case changes have been made.;https://github.com/pringa-uvlhub/uvlhub/issues/196;;bug, priority: medium;UVLHub
UVL_860;UVLHub;Configuration;BUG - Changes in schedule release workflow;**Describe the bug** We want to modify the schedule relase workflow so that it does not always add 1 to the major version, but first checks the number of commits and if it is less than 10, it is a minor release. We will also add that if there are no commits it will not make the release. **To Reproduce** Not applicable **Expected behavior** As explained in the bug description;https://github.com/pringa-uvlhub/uvlhub/issues/193;;bug, priority: minor;UVLHub
UVL_861;UVLHub;Configuration;BUG - Discord token missing;**Describe the bug** The file .env.local.example is missing a Discord token required to use the bot we created. **To Reproduce** Steps to reproduce the behavior: 1. Go to .env.local.example 2. Click on it 3. See missing token **Expected behavior** Add the missing Discord token;https://github.com/pringa-uvlhub/uvlhub/issues/191;;bug, priority: medium;UVLHub
UVL_862;UVLHub;Configuration;CONFIG - Docker implementation;**Describe what aspect of configuration you are going to add** Successfully configure the environment for application docker deployment **Describe how you are going to implement it** Description Modifying the .env.docker.example file to make the configuration correct for application compatibility;https://github.com/pringa-uvlhub/uvlhub/issues/189;;configuration;UVLHub
UVL_863;UVLHub;Configuration;BUG - Remove commented selenium test;**Describe the bug** There is a selenium test not made by us that gives error in the chromedriver so it was commented so that we do not give error when launching the tests, therefore it will be removed and replaced by another one so that we do not get errors. **To Reproduce** Steps to reproduce the behavior: 1. Go to dataset selenium test 2. Click on test_selenium.py 3. See full comented test **Expected behavior** Remove the test and add another one that tests the same, in this case upload the dataset to zenodo.;https://github.com/pringa-uvlhub/uvlhub/issues/187;;bug, priority: medium;UVLHub
UVL_864;UVLHub;Configuration;BUG - Adding asserts to staging area datasets selenium tests;**Describe the bug** No asserts have been added in the staging area selenium tests, so they should be added to fix the problem. **To Reproduce** Steps to reproduce the behavior: 1. Go to tests selenium of staging area 2. See there are no asserts in test selenium files. **Expected behavior** That there are asserts to correctly test the interface.;https://github.com/pringa-uvlhub/uvlhub/issues/185;;bug, priority: medium;UVLHub
UVL_865;UVLHub;Other;BUG - Some selenium test fail;"**Describe the bug** A test was using dataset from the database which can be an issue depending on the lastest tests executed. **To Reproduce** Steps to reproduce the behavior: 1. Execute all dataset module test with ""pytest app/modules/dataset/test"" 2. See error **Expected behavior** All test should pass **Additional context** Add any other context about the problem here.";https://github.com/pringa-uvlhub/uvlhub/issues/183;;bug, priority: medium;UVLHub
UVL_866;UVLHub;Other;FEAT -Adding an icon so the dataset which is being builded is visually shown;**Describe your feature request** As we can build a dataset with the build dataset functionallity, we are going to add an icon next to the dataset which is being built to improve user experience **Describe the solution you'd like** Adding an icon next to the dataset built **Describe alternatives you've considered** None **Additional context** Add any other context or screenshots about the feature request here.;https://github.com/pringa-uvlhub/uvlhub/issues/179;;priority: medium, enhancement;UVLHub
UVL_867;UVLHub;Other;BUG - Usless html on code for an old feature of build dataset;**Describe the bug** In the first moments of the build dataset feature we created a view for those dataset we wanted to build, afterwards staging area functionality was useful to complement with build dataset so this view remained unused. Deleting this useless code should be better for refactoring the code.;https://github.com/pringa-uvlhub/uvlhub/issues/178;;bug, priority: minor;UVLHub
UVL_868;UVLHub;Other;BUG - Failure when click on fakenodo dataset in profile;**Describe the bug** When you access the profile and try to click on a fakenodo dataset it does not redirect you correctly to the dataset. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'profile' 2. Click on 'fakenodo dataset' 4. See error **Expected behavior** When you click on a fakenodo dataset you should be redirected to the dataset. **Screenshots** ![imagen](https://github.com/user-attachments/assets/f04e4bd9-aa22-4b7d-83bb-af282f0cf650) ![imagen](https://github.com/user-attachments/assets/09e22ba9-8d9d-494b-8504-392c53c0c857) **Additional context** It fails whether you want to redirect a fakenodo dataset in staging area or already uploaded in fakenodo.;https://github.com/pringa-uvlhub/uvlhub/issues/170;;bug, priority: medium;UVLHub
UVL_869;UVLHub;Other;FEAT - Rating in Fakenodo dataset view;**Describe your feature request** I want to add that the rating appears when accessing a dataset uploaded to fakenodo. **Describe the solution you'd like** I will place a rating section within the view of a fakenodo dataset where you can view and rate on the dataset.;https://github.com/pringa-uvlhub/uvlhub/issues/169;;priority: medium, enhancement;UVLHub
UVL_870;UVLHub;Other;WI - Improve UI - Test;**Is your feature request related to a problem? Please describe.** No, it's related to testing the WI Improve UI **Describe the solution you'd like** Implement tests to verify that the code works as expected and shows correct operation;https://github.com/pringa-uvlhub/uvlhub/issues/168;;test, medium WI, priority: medium;UVLHub
UVL_871;UVLHub;Other;BUG - Refactoring useless code in community;Describe the bug There are unnecessary comments in the community code that need to be removed to improve code clarity and readability. To Reproduce N/A Expected behavior Remove all redundant and useless comments to improve code quality without changing the functionality of the application. Screenshots N/A Additional context The presence of unnecessary comments makes it harder to maintain and read the code. This cleanup is part of a refactoring effort to improve code quality.;https://github.com/pringa-uvlhub/uvlhub/issues/163;;bug, priority: minor;UVLHub
UVL_872;UVLHub;Other;FEAT - Improve Image Community;Describe your feature request Replace the current image with a more eye-catching and visually appealing one to better capture users' attention and enhance the community's overall appearance. Describe the solution you'd like Select or design an image that fits the community's theme and goals, featuring appropriate colors and visual elements. The image should be high quality and relevant to the community's content. Describe alternatives you've considered Not applicable. Additional context Not applicable.;https://github.com/pringa-uvlhub/uvlhub/issues/161;;priority: minor, enhancement;UVLHub
UVL_873;UVLHub;Other;"BUG - Integration problem between ""advanced filterind"" and ""rate dataset""";"**Describe the bug** The IW ""advanced filtering"" has integration problems with the WI ""rate dataset"" **To Reproduce** Steps to reproduce the behavior: 1. Go to /explore 2. Try to introduce any filter 3. See that the filter does not work and all the datasets are shown **Expected behavior** Only datasets that fit the filter should be shown **Screenshots** ![Captura de pantalla de 2024-12-13 17-31-45](https://github.com/user-attachments/assets/b95f58af-9b5c-45c5-aa66-34a66981e1c2)";https://github.com/pringa-uvlhub/uvlhub/issues/159;;bug, priority: medium;UVLHub
UVL_874;UVLHub;Configuration;BUG - Seeders errors;**Describe the bug** Seeders don't work **To Reproduce** Steps to reproduce the behavior: 1. GClone the project 2. Try to seed the database 4. See error **Expected behavior** Database must seed correctly **Screenshots** ![imagen](https://github.com/user-attachments/assets/b7a78dd1-0f3a-4974-a40f-6f90e3409166) **Additional context** N/A;https://github.com/pringa-uvlhub/uvlhub/issues/156;;bug, priority: critical;UVLHub
UVL_875;UVLHub;Other;BUG - Appearance of new issues after generating a pull request for a release;"**Describe the bug** After generating the pull request for a release, Codacy detected some issues. Specifically, security issues: Standard pseudo-random generators are not suitable for security/cryptographic purposes. **To Reproduce** Steps to reproduce the behavior: 1. Go to the repository 2. Click on pull requests, specifically, the one named ""Release/13-12-2024"" 3. Scroll down to see the checks **Expected behavior** All the checks should be successful. **Screenshots** ![imagen](https://github.com/user-attachments/assets/b3025bad-649a-4ba7-ad35-ae32724df94b) ![imagen](https://github.com/user-attachments/assets/c01802e1-2cff-4d52-b29e-235f814a3ede)";https://github.com/pringa-uvlhub/uvlhub/issues/153;;bug, priority: medium;UVLHub
UVL_876;UVLHub;Other;CONFIG - Add scheduled tag for release with PR;**Describe what aspect of configuration you are going to add** Add a workflow to generate a new tag for a new release by means of a pull request from develop to main. **Describe how you are going to implement it** Add an .yml file with the workflow implementation;https://github.com/pringa-uvlhub/uvlhub/issues/150;;configuration;UVLHub
UVL_877;UVLHub;Other;WI - Fakenodo - Test;**Is your feature request related to a problem? Please describe.** No, it is related to testing the working item Fakenodo **Describe the solution you'd like** I would like to perform a comprehensive testing of the functionality.;https://github.com/pringa-uvlhub/uvlhub/issues/149;;test, high WI, priority: medium;UVLHub
UVL_878;UVLHub;Other;FEAT - Add delete button to staging area;**Describe your feature request** We want to implement in the staging area a button to delete the dataset. **Describe the solution you'd like** Add the button next to the update button **Describe alternatives you've considered** None **Additional context** A screenshot is added to provide context ![image](https://github.com/user-attachments/assets/d2d02157-064f-44bd-a6a7-24c35cc0beea);https://github.com/pringa-uvlhub/uvlhub/issues/147;;priority: medium, enhancement;UVLHub
UVL_879;UVLHub;Other;BUG - Staging area selenium test errors after UI feature integrated;**Describe the bug** Due to changes in the UI, selenium tests related to the staging area return errors and should be corrected. **To Reproduce** Steps to reproduce the behavior: 1. Run any selenium test related to staging area 2. See error **Expected behavior** A positive test performance **Screenshots** ![imagen](https://github.com/user-attachments/assets/cf653fcb-2352-4a5d-b08f-690fae47de1b) ![imagen](https://github.com/user-attachments/assets/c86952f8-e7b3-419f-b3d8-dcd453e25bdd) **Additional context** You can see in the second screenshot that the error is caused by the side panel collapsing after the UI changes.;https://github.com/pringa-uvlhub/uvlhub/issues/144;;bug, priority: medium;UVLHub
UVL_880;UVLHub;Other;BUG - Form not being validated in upload a dataset to zenodo from staging area;**Describe the bug** The dataset form is not being validated in the function to upload a dataset to zenodo from the staging area. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'app/modules/dataset/routes.py' 2. See error **Expected behavior** That a validation of the form is performed **Screenshots** ![imagen](https://github.com/user-attachments/assets/504ea635-9049-4874-88bb-74338a522048);https://github.com/pringa-uvlhub/uvlhub/issues/141;;bug, priority: minor;UVLHub
UVL_881;UVLHub;Other;BUG - The rating in the search view is not displayed correctly.;**Describe the bug** When you access the search view, the rating of each dataset is not displayed correctly. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'Search' 2. See the error **Expected behavior** The rating must be displayed correctly. **Screenshots** ![imagen](https://github.com/user-attachments/assets/8e9f749c-4394-4093-8a93-f39c451e7056);https://github.com/pringa-uvlhub/uvlhub/issues/138;;bug, priority: minor;UVLHub
UVL_882;UVLHub;Other;BUG - The 'Rate' button appears without being logged in.;**Describe the bug** When you access a dataset without being logged in, the 'Rate' button appears. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'Latest datasets' 2. Click on 'Sample dataset 4' 4. See error **Expected behavior** The 'Rate' button should not appear when you are not logged in. **Screenshots** ![Captura desde 2024-12-12 19-54-55](https://github.com/user-attachments/assets/f1c22524-64eb-4e0a-97b6-8be293952fca);https://github.com/pringa-uvlhub/uvlhub/issues/137;;bug, priority: minor;UVLHub
UVL_883;UVLHub;Other;BUG - Message when you login after join in a community;**Describe the bug** When you join a community, log out and log back in, you get a message that you have successfully joined a community. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'All communities' 2. Click on 'a community' 3. Join the community 4. Log out 5. Go to 'Login' 6. See error **Expected behavior** The message should not appear **Screenshots** ![Captura desde 2024-12-12 18-39-58](https://github.com/user-attachments/assets/4aaaa421-3eeb-450f-9f7d-69dad829ea9e);https://github.com/pringa-uvlhub/uvlhub/issues/134;;bug, priority: minor;UVLHub
UVL_884;UVLHub;Other;BUG - Message in Spanish when you join a community;**Describe the bug** When you join a community a message appears in Spanish. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'All communities' 2. Click on 'a  community' 3. Join the community 4. See error **Expected behavior** The message must be appear in English. **Screenshots** ![Captura desde 2024-12-12 18-39-24](https://github.com/user-attachments/assets/f0635e3f-27e9-44ab-b6c4-48eabe345e9f);https://github.com/pringa-uvlhub/uvlhub/issues/132;;bug, priority: minor;UVLHub
UVL_885;UVLHub;Other;BUG - Publication type and sorting test;**Describe the bug** Publication type and sorting aren't being tested **To Reproduce** Steps to reproduce the behavior: 1. Go to tests on explore module 2. Run test with cov 3. See that publication type and sorting aren't being tested **Expected behavior** All filters must be tested **Screenshots** N/A **Additional context** N/A;https://github.com/pringa-uvlhub/uvlhub/issues/130;;bug, high WI, priority: minor;UVLHub
UVL_886;UVLHub;Other;BUG - charts/routes.py not found;**Describe the bug** A new chart model was made to make dashboard charts, but in the end only the file charts.py was made. It is necessary to move this file to the admin module. **To Reproduce** Steps to reproduce the behavior: 1. Run the application. 2. The error appears in the terminal and affects when testing. **Expected behavior** I did not expect to skip this error when performing the tests. **Screenshots** ![image](https://github.com/user-attachments/assets/96f76bab-175d-4b32-a370-8a1214d4c0d3) **Additional context** Se eliminará el módulo charts y se moverá el archivo charts.py al módulo admin.;https://github.com/pringa-uvlhub/uvlhub/issues/128;;bug, priority: minor;UVLHub
UVL_887;UVLHub;Other;BUG - You can never rate a dataset with 0;**Describe the bug** When you try to rate a dataset with a 0 score it doesn't work. **To Reproduce** Steps to reproduce the behavior: 1. Go to 'Latest dataset' 2. Click on 'Sample dataset 4' 3. Click on 'Rate' 4. See error **Expected behavior** You can rate a dataset with a 0 score. **Screenshots** ![Captura desde 2024-12-12 17-46-24](https://github.com/user-attachments/assets/41754543-e8bf-4438-a39a-71eb7ae14e79);https://github.com/pringa-uvlhub/uvlhub/issues/127;;bug, priority: minor;UVLHub
UVL_888;UVLHub;Other;BUG - An annonymous user can click con build dataset;**Describe the bug** If an user is not logged in , he can see the build dataset and click on it, even though the button has no functionality for annonymous user, it should be removed from the annonymous view **To Reproduce** Steps to reproduce the behavior: 1. Go to any dataset 2. Click on 'build dataset' 3. See error **Expected behavior** No button should be shown. **Screenshots** ![image](https://github.com/user-attachments/assets/693628d5-3cc9-4b6c-bad7-6218ad80d197);https://github.com/pringa-uvlhub/uvlhub/issues/125;;bug, priority: minor;UVLHub
UVL_889;UVLHub;Other;WI - Dashboard - Test;**Is your feature request related to a problem? Please describe.** Perform the tests corresponding to the WI dashboard **Describe the solution you'd like** Implement tests to verify that the code works as expected and shows correct operation;https://github.com/pringa-uvlhub/uvlhub/issues/122;;test, medium WI;UVLHub
UVL_890;UVLHub;Other;BUG - Incomplete requirements;"**Describe the bug** When logged in as administrator, the web page crashes. **To Reproduce** Steps to reproduce the behavior: 1. Go to log in 2. Put admin1@example.com as user, '1234' as password 3. Press bottom ""Iniciar sesión"" 4. See error **Expected behavior** You logged in normally. **Screenshots** ![image](https://github.com/user-attachments/assets/eeee5191-8ac3-4040-8258-80de81075cc5) **Additional context** The requirements are not complete, so there are dependency problems";https://github.com/pringa-uvlhub/uvlhub/issues/119;;bug, priority: critical;UVLHub
UVL_891;UVLHub;Other;WI - Integrate fakenodo staging area  - Test;**Is your feature request related to a problem? Please describe.** No. It is related to testing the integration of fakenodo in the staging a **Describe the solution you'd like** A complete set of unit, interface and load tests to test functionality.;https://github.com/pringa-uvlhub/uvlhub/issues/117;;test, high WI, priority: medium;UVLHub
UVL_892;UVLHub;Other;WI - Bot Integration - Test;**Is your feature request related to a problem? Please describe.** No, it is related to testing the working item Build Dataset **Describe the solution you'd like** I would like to perform a comprehensive testing of the functionality.;https://github.com/pringa-uvlhub/uvlhub/issues/112;;test, high WI, priority: medium;UVLHub
