Bug-ID;Project;Classification;Summary;Description
CD302;Apache httpd;Configuration;the default value for the timeout until the completion of SQL queries in Oracle REST Data Services was 15 minutes;the default value for the timeout until the completion of SQL queries in Oracle REST Data Services was 15 minutes
CD303;Apache httpd;Configuration;missing listen port;missing listen port
CD304;Apache httpd;Configuration;do not setdefault SSLEngine off to on;do not setdefault SSLEngine off to on
CD305;Apache httpd;Configuration;do not set default SSLEngine off to on;do not set default SSLEngine off to on
CD306;Hadoop;Configuration;do not set fs.defaultFS to right value;do not set fs.defaultFS to right value
CD307;Hadoop;Configuration;do not set path of cache properly;do not set path of cache properly
CD308;Hadoop;Configuration;the default configuration is to use only one partition for small dataset;the default configuration is to use only one partition for small dataset
CD309;Hadoop;Configuration;The configuration keys differ between Presto and Hadoop;The configuration keys differ between Presto and Hadoop
CD310;Hadoop;Configuration;the interceptor was not defined a1.sources.r1.interceptors = i1;the interceptor was not defined a1.sources.r1.interceptors = i1
CD311;Nginx;Configuration;do not set resolver  point to dockers container dns:;do not set resolver  point to dockers container dns:
CD312;Others;Configuration;do not set spring.jpa.hibernate.ddl-auto properly;do not set spring.jpa.hibernate.ddl-auto properly
CD313;MySQL;Configuration;completly ignored client side settings.;completly ignored client side settings.
CD314;Others;Configuration;do not delete spring.jpa.hibernate.ddl-auto;do not delete spring.jpa.hibernate.ddl-auto
CD315;Others;Configuration;do not set xpack.security.enabled=false;do not set xpack.security.enabled=false
CD316;MySQL;Configuration;wrong value for spring.jpa.properties.hibernate.dialect;wrong value for spring.jpa.properties.hibernate.dialect
CD317;Others;Configuration;spring.datasource.hikari.connectionTimeout too small;spring.datasource.hikari.connectionTimeout too small
CD318;MySQL;Configuration;do not set password for admin;do not set password for admin
CD319;Nginx;Configuration;change the file path;change the file path
CD320;Nginx;Configuration;doesn't accept insecure connections should listen port 443;doesn't accept insecure connections should listen port 443
CD321;Nginx;Configuration;do not set dns resolver ip;do not set dns resolver ip
CD322;Nginx;Configuration;set client_body_in_file_only to clean to stop adding nodes;set client_body_in_file_only to clean to stop adding nodes
CD323;Nginx;Configuration;did not set port to listen;did not set port to listen
CD324;Nginx;Configuration;should set ipv6;should set ipv6
CD325;Nginx;Configuration;wrong port and lack of a configuration ;wrong port and lack of a configuration 
CD326;Nginx;Configuration;add resolver 127.0.0.11 ipv6=off;add resolver 127.0.0.11 ipv6=off
CD327;Nginx;Configuration;add some configurations to files;add some configurations to files
CD328;Nginx;Configuration;should use http not https;should use http not https
CD329;Nginx;Configuration;add some configurations to files;add some configurations to files
CD330;Nginx;Configuration;add some configurations to files;add some configurations to files
CD331;Nginx;Configuration;add some configurations to files;add some configurations to files
CD332;Nginx;Configuration;add some configurations to files;add some configurations to files
CD333;Others;Configuration;configure spring's property server.forward-headers-strategy to either native or framework;configure spring's property server.forward-headers-strategy to either native or framework
CD334;Nginx;Configuration;did not listen to port 443;did not listen to port 443
CD335;Nginx;Configuration;"add resolver 1.1.1.1 valid=30s;";"add resolver 1.1.1.1 valid=30s;"
CD337;Nginx;Configuration;did not set port to listen;did not set port to listen
CD338;Nginx;Configuration;set proxy_ssl_server_name on;set proxy_ssl_server_name on
CD339;PostgreSQL;Configuration;providing a filtering rule to slot.stream.params;providing a filtering rule to slot.stream.params
CD340;Nginx;Configuration;add the add_header to configuration file;add the add_header to configuration file
CD341;PHP;Configuration;extension=zip;extension=zip
CD342;PHP;Configuration;add listen.owner and group;add listen.owner and group
CD343;PHP;Configuration;set memory_limit max_post_size upload_max_filesize;set memory_limit max_post_size upload_max_filesize
CD344;PHP;Configuration;html_errors is set to false;html_errors is set to false
CD345;PHP;Configuration;adding the “extension=php_intl.dll” line in my php.ini configuration file;adding the “extension=php_intl.dll” line in my php.ini configuration file
CD346;PHP;Configuration;add some configurations to files;add some configurations to files
CD347;PHP;Configuration; increase your 'maximum execution time'  PHP configuration.; increase your 'maximum execution time'  PHP configuration.
CD348;Nginx;Configuration;"adding proxy_ssl_server_name on;";"adding proxy_ssl_server_name on;"
CD349;Apache httpd;Configuration;Apache httpd should always be configured with ProxyRequests Off;Apache httpd should always be configured with ProxyRequests Off
CD350;MySQL;Configuration;Lower innodb_buffer_pool_size;Lower innodb_buffer_pool_size
CD351;Nginx;Configuration;did not listen to port 443;did not listen to port 443
CD352;Nginx;Configuration;add some configurations to files;add some configurations to files
CD353;Nginx;Configuration;increasing the buffer size proxy_buffer_size;increasing the buffer size proxy_buffer_size
CB1;Apache httpd;Configuration;Apache fails after configuration of 2 virtual hosts;Apache fails after configuration of 2 virtual hosts
CB2;Apache httpd;Configuration;No space left on device: Couldn't create accept lock;No space left on device: Couldn't create accept lock
CB3;PostgreSQL;Configuration;Ruby On Rails Error when running rake db:migrate;Ruby On Rails Error when running rake db:migrate
CB4;Apache httpd;Configuration;Apache error with suEXEC only;Apache error with suEXEC only
CB5;Apache httpd;Configuration;Why apache throws 403 on index file after install?;Why apache throws 403 on index file after install?
CB6;Apache httpd;Configuration;PHP serving blank pages to <1% of users;PHP serving blank pages to <1% of users
CB7;Apache httpd;Configuration;Completely random 403 errors despite explicit Allow from all;Completely random 403 errors despite explicit Allow from all
CB8;Apache httpd;Configuration;Access Denied for PHP Files Only;Access Denied for PHP Files Only
CB9;Apache httpd;Configuration;Apache2 randomly stop working, error 403;Apache2 randomly stop working, error 403
CB10;Apache httpd;Configuration;Apache 2.4 with PHP 5.5, LDAP in PHP not working;Apache 2.4 with PHP 5.5, LDAP in PHP not working
CB11;Apache httpd;Configuration;Apache Local virtualhosts not working (502 error);Apache Local virtualhosts not working (502 error)
CB12;Apache httpd;Configuration;Django on Apache gives 500 error, error log has “client denied by server configuration”;Django on Apache gives 500 error, error log has “client denied by server configuration”
CB13;Apache httpd;Configuration;apache permission denied on fedora 17 ec2 instance;apache permission denied on fedora 17 ec2 instance
CB14;Apache httpd;Configuration;https timeout while http works;https timeout while http works
CB15;Apache httpd;Configuration;Apache error with suEXEC only;Apache error with suEXEC only
CB16;Apache httpd;Configuration;module perl_module is already loaded, skipping;module perl_module is already loaded, skipping
CB17;Apache httpd;Configuration;apache error log is filling up with [error] [client 108.62.178.124] client denied by server configuration;apache error log is filling up with [error] [client 108.62.178.124] client denied by server configuration
CB18;Apache httpd;Configuration;Apache 2.4 - 403 HTTP status code;Apache 2.4 - 403 HTTP status code
CB19;Apache httpd;Configuration;Apache SSL invalid certificate chain with “https://www”;Apache SSL invalid certificate chain with “https://www”
CB20;MySQL;Configuration;mysql i cannot login as root after upgrading to 5 5;mysql i cannot login as root after upgrading to 5 5
CB21;MySQL;Configuration;mysql server doesnt startup;mysql server doesnt startup
CB22;MySQL;Configuration;i cant start mysql on linux error mysqld safe;i cant start mysql on linux error mysqld safe
CB23;MySQL;Configuration;attempted to change database drive resulted in cant connect to local mysql ser;attempted to change database drive resulted in cant connect to local mysql ser
CB24;Nginx;Configuration;"nginx + PHP-FPM = ""permission denied"" error 13 in nginx log; configuration mistake?";"nginx + PHP-FPM = ""permission denied"" error 13 in nginx log; configuration mistake?"
CB25;Nginx;Configuration;Error 404 when using $limit_rate in nginx;Error 404 when using $limit_rate in nginx
CB26;Nginx;Configuration;Centos / vsFTPD / Nginx / php-fpm - Permission denied (500 Internal Server Error);Centos / vsFTPD / Nginx / php-fpm - Permission denied (500 Internal Server Error)
CB27;Nginx;Configuration;Nginx + PHP-FPM on Centos 6.5 gives me 502 Bad Gateway (fpm error: unable to read what child say: Bad file descriptor);Nginx + PHP-FPM on Centos 6.5 gives me 502 Bad Gateway (fpm error: unable to read what child say: Bad file descriptor)
CB28;Nginx;Configuration;Nginx: 403 Forbidden on some files extensions;Nginx: 403 Forbidden on some files extensions
CB29;Nginx;Configuration;OS X 10.10 Localhost Environment using nginx, mysql, and php via Homebrew;OS X 10.10 Localhost Environment using nginx, mysql, and php via Homebrew
CB30;Nginx;Configuration;No write permission for Wordpress under Nginx in CentOS 7;No write permission for Wordpress under Nginx in CentOS 7
CB31;Nginx;Configuration;*798 upstream timed out (110: Connection timed out) while connecting to upstream, client: 10.100.88.210;*798 upstream timed out (110: Connection timed out) while connecting to upstream, client: 10.100.88.210
CB32;Nginx;Configuration;Php-fpm corrupts my socket permission on startup;Php-fpm corrupts my socket permission on startup
CB33;Nginx;Configuration;CentOs 7 Nginx (13: Permission denied) while loading font file from css;CentOs 7 Nginx (13: Permission denied) while loading font file from css
CB34;Nginx;Configuration;phpMyAdmin on CentOS 7 with NGINX returns blank page;phpMyAdmin on CentOS 7 with NGINX returns blank page
CB35;Nginx;Configuration;Symfony, CentOS, NGINX, php-fpm cache error;Symfony, CentOS, NGINX, php-fpm cache error
CB36;Nginx;Configuration;How do I get Nginx to work with subdirectories? [Nginx, Let's Encrypt, basic auth];How do I get Nginx to work with subdirectories? [Nginx, Let's Encrypt, basic auth]
CB37;Nginx;Configuration;php-fpm couldn't find script until I moved in a specific directory;php-fpm couldn't find script until I moved in a specific directory
CB38;Nginx;Configuration;Nginx is throwing an 403 Forbidden on Static Files;Nginx is throwing an 403 Forbidden on Static Files
CB39;Nginx;Configuration;Setup Codiad with Nginx Installation Error;Setup Codiad with Nginx Installation Error
CB40;Nginx;Configuration;Nginx still try to open default error log file even though I set nginx config file while reloading;Nginx still try to open default error log file even though I set nginx config file while reloading
CB41;Nginx;Configuration;My HTTPS (SSL/TLS) nginx configuration give me timeout;My HTTPS (SSL/TLS) nginx configuration give me timeout
CB42;Nginx;Configuration;Nginx 403 forbidden for all files;Nginx 403 forbidden for all files
CB43;Nginx;Configuration;SEC_ERROR_ADDING_CERT: Error adding certificate to database;SEC_ERROR_ADDING_CERT: Error adding certificate to database
CB44;Others;Configuration;Installing software on a shared linux godaddy server;Installing software on a shared linux godaddy server
CB45;Others;Configuration;Zabbix cannot connect to a PostgreSQL database;Zabbix cannot connect to a PostgreSQL database
CB46;PHP;Configuration;php-fpm Detected unsafe path transition error message. How?;php-fpm Detected unsafe path transition error message. How?
CB47;PHP;Configuration;Drupal PHP installation does not support MySQL;Drupal PHP installation does not support MySQL
CB48;PHP;Configuration;Enabling APC causes internal server error;Enabling APC causes internal server error
CB49;PHP;Configuration;Lighttpd cannot create php-fastcgi.socket;Lighttpd cannot create php-fastcgi.socket
CB50;PHP;Configuration;DirectAdmin - subdomain's DocumentRoot in other user's directory tree vs running PHP [closed];DirectAdmin - subdomain's DocumentRoot in other user's directory tree vs running PHP [closed]
CB51;PHP;Configuration;IIS6 + PHP upload;IIS6 + PHP upload
CB52;PHP;Configuration;Permission denied creating folder after setting parent folder as www-data user;Permission denied creating folder after setting parent folder as www-data user
CB53;PHP;Configuration;PHP move_uploaded_file fail failed to open stream;PHP move_uploaded_file fail failed to open stream
CB54;PostgreSQL;Configuration;Errors when attempting to connect to PostgreSQL 9.6 using SSL wildcard server certificate and no client certificates;Errors when attempting to connect to PostgreSQL 9.6 using SSL wildcard server certificate and no client certificates
CB55;Apache httpd;Configuration;TortoiseSVN repository browser kills the apache process;TortoiseSVN repository browser kills the apache process
CB56;Apache httpd;Configuration;Error 502 - Random SSL Library Error: 336151568 error:14094410;Error 502 - Random SSL Library Error: 336151568 error:14094410
CB57;Apache httpd;Configuration;Getting internal server error after updating server config via WHM;Getting internal server error after updating server config via WHM
CB58;Apache httpd;Configuration;apache httpd is restarting once a day with error AH00428: Parent: child process xxxxx exited with status 3221225477 — Restarting;apache httpd is restarting once a day with error AH00428: Parent: child process xxxxx exited with status 3221225477 — Restarting
CB59;Apache httpd;Configuration;Memory leak on Apache;Memory leak on Apache
CB60;Nginx;Configuration;Using nginx + wordpress with all wordpress files in a subdirectory;Using nginx + wordpress with all wordpress files in a subdirectory
CB61;Apache httpd;Configuration;Apache mod_fastcgi;Apache mod_fastcgi
CB62;Apache httpd;Configuration;Apache2 virtual host in a VM, trouble accessing from host machine;Apache2 virtual host in a VM, trouble accessing from host machine
CB63;Apache httpd;Configuration;Wildcard dns, non-existent subdomains point to main website;Wildcard dns, non-existent subdomains point to main website
CB64;Apache httpd;Configuration;Apache LIMIT directive does not allow to see localhost project over LAN;Apache LIMIT directive does not allow to see localhost project over LAN
CB65;Apache httpd;Configuration;Increasing FcgidMaxProcesses does not help to solve “mod_fcgid: can't apply process slot” error;Increasing FcgidMaxProcesses does not help to solve “mod_fcgid: can't apply process slot” error
CB66;Apache httpd;Configuration;Apache on Windows and Fiddler;Apache on Windows and Fiddler
CB67;Apache httpd;Configuration;Using ProxyPassMatch for FastCGI, results in connection refused on port 9000;Using ProxyPassMatch for FastCGI, results in connection refused on port 9000
CB68;Apache httpd;Configuration;Apache does not listen to specified port;Apache does not listen to specified port
CB69;Apache httpd;Configuration;IIS hosted WCF service accessible from one domain but not the other;IIS hosted WCF service accessible from one domain but not the other
CB70;Apache httpd;Configuration;apache2 mod_proxy in conjuction with mod_rewrite not working as expected;apache2 mod_proxy in conjuction with mod_rewrite not working as expected
CB71;Apache httpd;Configuration;PHP.ini does not load;PHP.ini does not load
CB72;Apache httpd;Configuration;Session Cache is not configured… why?;Session Cache is not configured… why?
CB73;Apache httpd;Configuration;Why am I getting Network error: 403 Forbidden in firebug for files I am not trying to access?;Why am I getting Network error: 403 Forbidden in firebug for files I am not trying to access?
CB74;Apache httpd;Configuration;Unable to upload to tmp directory;Unable to upload to tmp directory
CB75;Apache httpd;Configuration;Could be “Directory index forbidden by Options directive” the cause for “Request exceeded the limit of 10 internal redirects”?;Could be “Directory index forbidden by Options directive” the cause for “Request exceeded the limit of 10 internal redirects”?
CB76;Apache httpd;Configuration;ssl_error_rx_record_too_long and Apache SSL [closed];ssl_error_rx_record_too_long and Apache SSL [closed]
CB77;Apache httpd;Configuration;xampp apache server not working on internal network;xampp apache server not working on internal network
CB78;Apache httpd;Configuration;setting up virtualhost on osx 10 7 lion;setting up virtualhost on osx 10 7 lion
CB79;Apache httpd;Configuration;Apache 2.4 ignores mod_proxy?;Apache 2.4 ignores mod_proxy?
CB80;Apache httpd;Configuration;ssl_error_handshake_failure_alert with Commercial CA-based client certificate;ssl_error_handshake_failure_alert with Commercial CA-based client certificate
CB81;Apache httpd;Configuration;apache named virtual hosts and https;apache named virtual hosts and https
CB82;Apache httpd;Configuration;mindtouch broke my apache2 virtual host configuration;mindtouch broke my apache2 virtual host configuration
CB83;Apache httpd;Configuration;changing the default apache port doesnt work;changing the default apache port doesnt work
CB84;Apache httpd;Configuration;ubuntu 12 04 vhost page not found;ubuntu 12 04 vhost page not found
CB85;Apache httpd;Configuration;Have I messed up buying the wrong SSL certificate for my domain?;Have I messed up buying the wrong SSL certificate for my domain?
CB86;Apache httpd;Configuration;Apache VirtualHost configuration won't get matched;Apache VirtualHost configuration won't get matched
CB87;Apache httpd;Configuration;Ubuntu define incorrect virtual host on :81 port;Ubuntu define incorrect virtual host on :81 port
CB88;Apache httpd;Configuration;ubuntu server mod chroot apache2 problem;ubuntu server mod chroot apache2 problem
CB89;Apache httpd;Configuration;why isnt excluding a folder in mod rewrite not taken in account;why isnt excluding a folder in mod rewrite not taken in account
CB90;Apache httpd;Configuration;apache not letting me into a folder;apache not letting me into a folder
CB91;Apache httpd;Configuration;"keep getting ""Permissions denied"" on apache 2 virtualhost once we moved it to its own conf file";"keep getting ""Permissions denied"" on apache 2 virtualhost once we moved it to its own conf file"
CB92;Apache httpd;Configuration;Every Apache request returns a AH01797 error;Every Apache request returns a AH01797 error
CB93;Apache httpd;Configuration;Apache reverse proxy 503 custom page not working;Apache reverse proxy 503 custom page not working
CB94;Apache httpd;Configuration;What should the DJANGO_SETTINGS_MODULE be set to in Apache when deploying a django app?;What should the DJANGO_SETTINGS_MODULE be set to in Apache when deploying a django app?
CB95;Apache httpd;Configuration;Can't Get Ruby on Rails + Passenger + Apache to Work;Can't Get Ruby on Rails + Passenger + Apache to Work
CB96;Apache httpd;Configuration;The requested URL was not found on this server;The requested URL was not found on this server
CB97;Apache httpd;Configuration;Apache vhost AH01630: client denied by server configuration;Apache vhost AH01630: client denied by server configuration
CB98;Apache httpd;Configuration;Error using mod_jk in httpd: undefined symbol: ap_get_server_version;Error using mod_jk in httpd: undefined symbol: ap_get_server_version
CB99;Apache httpd;Configuration;apache2: Could not reliably determine the server's fully qualified domain name;apache2: Could not reliably determine the server's fully qualified domain name
CB100;Apache httpd;Configuration;Permissions denied on apache rewrite module virtual host configuration;Permissions denied on apache rewrite module virtual host configuration
CB101;Apache httpd;Configuration;Apache won't reload, and apachectl -S / -t doesn't display anything;Apache won't reload, and apachectl -S / -t doesn't display anything
CB102;Apache httpd;Configuration;Django “Could not import settings 'settings.py'” error;Django “Could not import settings 'settings.py'” error
CB103;Apache httpd;Configuration;svn repository was moved permanently;svn repository was moved permanently
CB104;Hadoop;Configuration;hadoop fs -ls : Call From server/127.0.1.1 to localhost failed;hadoop fs -ls : Call From server/127.0.1.1 to localhost failed
CB105;Hadoop;Configuration;Apache Oozie failed loading ShareLib;Apache Oozie failed loading ShareLib
CB106;Hadoop;Configuration;Spark Job running on Yarn Cluster java.io.FileNotFoundException: File does not exits, eventhough the file exits on the master node;Spark Job running on Yarn Cluster java.io.FileNotFoundException: File does not exits, eventhough the file exits on the master node
CB107;Hadoop;Configuration;SparkR Error: The root scratch dir: /tmp/hive on HDFS should be writable;SparkR Error: The root scratch dir: /tmp/hive on HDFS should be writable
CB108;Hadoop;Configuration;Streamsets Mapr FS origin/dest. KerberosPrincipal exception (using hadoop impersonation (in mapr 6.0));Streamsets Mapr FS origin/dest. KerberosPrincipal exception (using hadoop impersonation (in mapr 6.0))
CB109;Hadoop;Configuration;Error on starting HDFS daemons on hadoop Multinode cluster;Error on starting HDFS daemons on hadoop Multinode cluster
CB110;Others;Configuration;Why does Jenkins complain that my reverse proxy setup is broken?;Why does Jenkins complain that my reverse proxy setup is broken?
CB111;Others;Configuration;Tomcat7 + Maven plugin: Tomcat will not start with my war;Tomcat7 + Maven plugin: Tomcat will not start with my war
CB112;Others;Configuration;log4j xml configuration error;log4j xml configuration error
CB113;Others;Configuration;What should I set JAVA_HOME environment variable on macOS X 10.6?;What should I set JAVA_HOME environment variable on macOS X 10.6?
CB114;MySQL;Configuration;problems configuring mysql on ubuntu for remote access;problems configuring mysql on ubuntu for remote access
CB115;MySQL;Configuration;how to access remotly to a mysql server;how to access remotly to a mysql server
CB116;MySQL;Configuration;mysqld job failed to start;mysqld job failed to start
CB117;MySQL;Configuration;django cant connect to local mysql server through socket;django cant connect to local mysql server through socket
CB118;MySQL;Configuration;Two MySQL servers;Two MySQL servers
CB119;MySQL;Configuration;cant connect to local mysql server through socket;cant connect to local mysql server through socket
CB120;MySQL;Configuration;mysql command line not working;mysql command line not working
CB121;MySQL;Configuration;how to make mysql to find old databases on hdd;how to make mysql to find old databases on hdd
CB122;MySQL;Configuration;cant start mysqld on centos5 after attempting to upgrade to php 5 3;cant start mysqld on centos5 after attempting to upgrade to php 5 3
CB123;MySQL;Configuration;error running mysql daemon;error running mysql daemon
CB124;MySQL;Configuration;cant start mysql 5 6 server after computer is restarted;cant start mysql 5 6 server after computer is restarted
CB125;MySQL;Configuration;after installing mysql 5 6 the server cant start;after installing mysql 5 6 the server cant start
CB126;MySQL;Configuration;mariadb galera clustering active active operation not permitted error;mariadb galera clustering active active operation not permitted error
CB127;MySQL;Configuration;mysql not working;mysql not working
CB128;MySQL;Configuration;mysql bind on unix socket permission denied;mysql bind on unix socket permission denied
CB129;Nginx;Configuration;Nginx Configuration throws 500 Internal Server Error;Nginx Configuration throws 500 Internal Server Error
CB130;Nginx;Configuration;Cannot hit nginx from outside localhost;Cannot hit nginx from outside localhost
CB131;Nginx;Configuration;nginx php-fpm: Permission denied while connecting to upstream;nginx php-fpm: Permission denied while connecting to upstream
CB132;Nginx;Configuration;Nginx not working properly on subdomains;Nginx not working properly on subdomains
CB133;Nginx;Configuration;nginx can't load images,css,js;nginx can't load images,css,js
CB134;Nginx;Configuration;php pages in a nginx + php-fpm server doesn't load;php pages in a nginx + php-fpm server doesn't load
CB135;Nginx;Configuration;svn using nginx Commit failed: path not found;svn using nginx Commit failed: path not found
CB136;Nginx;Configuration;passenger(mod_rails) fails to start puppet master under nginx;passenger(mod_rails) fails to start puppet master under nginx
CB137;Nginx;Configuration;A complicated nginx/php-fpm chroot setup;A complicated nginx/php-fpm chroot setup
CB138;Nginx;Configuration;Why do I get a 404 for my index.page in my http/https nginx setup?;Why do I get a 404 for my index.page in my http/https nginx setup?
CB139;Nginx;Configuration;alias directive with nested location to catch php files - requests for php files giving 404;alias directive with nested location to catch php files - requests for php files giving 404
CB140;Nginx;Configuration;Using fastcgi_split_path_info for a userdir in nginx;Using fastcgi_split_path_info for a userdir in nginx
CB141;Nginx;Configuration;bizarre 404 on nginx;bizarre 404 on nginx
CB142;Nginx;Configuration;502 bad gateway because of Undefined Index?;502 bad gateway because of Undefined Index?
CB143;Nginx;Configuration;Specify directory location for sub domain in nginx for cacti;Specify directory location for sub domain in nginx for cacti
CB144;Nginx;Configuration;Nginx 1.8 Configuration Problems;Nginx 1.8 Configuration Problems
CB145;Others;Configuration;PostFix Config and PHP;PostFix Config and PHP
CB146;PHP;Configuration;Access denied for user 'homestead'@'localhost' (using password: YES)Access denied for user 'homestead'@'localhost' (using password: YES);Access denied for user 'homestead'@'localhost' (using password: YES)Access denied for user 'homestead'@'localhost' (using password: YES)
CB147;PHP;Configuration;nginx, php-fpm on diff server bad gateway (and security too);nginx, php-fpm on diff server bad gateway (and security too)
CB148;PHP;Configuration;Getting multiple pools working using PHP-FPM and Apache 2.4;Getting multiple pools working using PHP-FPM and Apache 2.4
CB149;PHP;Configuration;phpMyAdmin File Could Not Be Read;phpMyAdmin File Could Not Be Read
CB150;PHP;Configuration;PHP FPM gives permission denied?;PHP FPM gives permission denied?
CB151;PHP;Configuration;PHP 5.6 Broken after trying to upgrade to PHP 7;PHP 5.6 Broken after trying to upgrade to PHP 7
CB152;PHP;Configuration;How to fix phpMyAdmin with PHP 7.2 on RHEL7?;How to fix phpMyAdmin with PHP 7.2 on RHEL7?
CB153;PostgreSQL;Configuration;PostgreSQL Connection Timed Out OperationalError on Django and new server;PostgreSQL Connection Timed Out OperationalError on Django and new server
CB154;PostgreSQL;Configuration;Remote connection issues with psycopg2 and postgresql;Remote connection issues with psycopg2 and postgresql
CB155;PostgreSQL;Configuration;An error with psycopg2 while trying to connect to a remote host server;An error with psycopg2 while trying to connect to a remote host server
CB156;PostgreSQL;Configuration;Change and initialize Postgresql 9.3 default data and log directories on Ubuntu 12.04 LTS;Change and initialize Postgresql 9.3 default data and log directories on Ubuntu 12.04 LTS
CB157;PostgreSQL;Configuration;Can't connect to postgres via PSQL or php, only pgAdmin4;Can't connect to postgres via PSQL or php, only pgAdmin4
CB158;PostgreSQL;Configuration;Failed to connect to the database (Postgres) by Jmeter;Failed to connect to the database (Postgres) by Jmeter
CB159;PostgreSQL;Configuration;Deepdive installation, PostgreSQL error;Deepdive installation, PostgreSQL error
CB160;PostgreSQL;Configuration;Odoo Database Export Error;Odoo Database Export Error
CB161;PostgreSQL;Configuration;pgAdmin III: Access to database denied;pgAdmin III: Access to database denied
CB162;PostgreSQL;Configuration;How to connect to PostgreSQL from Phoenix Web App via SSL?;How to connect to PostgreSQL from Phoenix Web App via SSL?
CB163;Hadoop;Configuration;MapReduce doesn't produce an output;MapReduce doesn't produce an output
CB164;Nginx;Configuration;Nginx configuration errors;Nginx configuration errors
CB165;MySQL;Configuration;Mysql --log-slow-queries;Mysql --log-slow-queries
CB166;Apache httpd;Configuration;Client denied by server configuration: /home/remix/;Client denied by server configuration: /home/remix/
CB167;Apache httpd;Configuration;PHP running from Apache cannot write to filesystem;PHP running from Apache cannot write to filesystem
CB168;MySQL;Configuration;MySQL and Multi-Core processors;MySQL and Multi-Core processors
CB169;PostgreSQL;Configuration;Vagrant - How to access guests postgres server from host;Vagrant - How to access guests postgres server from host
CB170;MySQL;Configuration;MySQl Configuration Error After reinstall it;MySQl Configuration Error After reinstall it
CB171;Apache httpd;Configuration;Apache does not listen to specified port;Apache does not listen to specified port
CB172;Others;Configuration;How to set the PATH environment variable in Jenkins configuration on Windows?;How to set the PATH environment variable in Jenkins configuration on Windows?
CB173;MySQL;Configuration;connect mysql instance using auth proxy（should set private ip）;connect mysql instance using auth proxy (should set private ip) 
CB174;MySQL;Configuration;bind-address in the configuration file, if it set to it will allow only localhost login.127.0.0.1 （wrong ip）;bind-address in the configuration file, if it set to it will allow only localhost login.127.0.0.1 （wrong ip）
CB175;PostgreSQL;Configuration;refer to host's localhost via .host.docker.internal;refer to host's localhost via .host.docker.internal
CB176;MySQL;Configuration;port was occupied;port was occupied
CB177;MySQL;Configuration;enabling SSL/TLS on server;enabling SSL/TLS on server
CB178;MySQL;Configuration;have to give it privileges to connect to that database;have to give it privileges to connect to that database
CB179;MySQL;Configuration;wrong URL;wrong URL
CB180;MySQL;Configuration;"Integrated Security=true;";"Integrated Security=true;"
CB181;Nginx;Configuration;a listener for example.net;a listener for example.net
CB182;Nginx;Configuration;add server_name on the listen 80 of both blocks  conflict server name;add server_name on the listen 80 of both blocks  conflict server name
CB183;Nginx;Configuration;wrong path;wrong path
CB184;Others;Configuration;change home path, version of apache 2.2;change home path, version of apache 2.2
CB185;PHP;Configuration; PHP settings for mysqli have the same settings with unix, upgrade from 10.5 to 10.6; PHP settings for mysqli have the same settings with unix, upgrade from 10.5 to 10.6
CB186;PHP;Configuration;internal container communication with another port;internal container communication with another port
CB187;Nginx;Configuration;wrong path;wrong path
CB188;Nginx;Configuration; typo in the URL; typo in the URL
CB189;Nginx;Configuration;wrong URL;wrong URL
CB190;Nginx;Configuration;server_name should not have ports;server_name should not have ports
CB191;Nginx;Configuration; listening on 443 is forwarding the request back to 80 using proxy_pass; listening on 443 is forwarding the request back to 80 using proxy_pass
CB192;Nginx;Configuration;Your Ingress points at port 8080 but Service exposes port 80;Your Ingress points at port 8080 but Service exposes port 80
CB193;Nginx;Configuration;wrong URL（https？）;wrong URL (https? ) 
CB194;Nginx;Configuration;wrong path;wrong path
CB195;Nginx;Configuration;server_name directives to include the private ip address;server_name directives to include the private ip address
CB196;Nginx;Configuration; whitelist the API server IP address on the database firewall configuration; whitelist the API server IP address on the database firewall configuration
CB197;PostgreSQL;Configuration;same port;same port
CB198;Others;Configuration;wrong url;wrong url
CB199;Others;Configuration;wrong port;wrong port
CB200;Hadoop;Configuration;wrong port;wrong port
CB201;Hadoop;Configuration;wrong path;wrong path
CB202;Nginx;Configuration;wrong url;wrong url
CB203;Nginx;Configuration;another config file that had port 80 listening on ssl;another config file that had port 80 listening on ssl
CB204;Nginx;Configuration;contain the domain name of your service, not IP address.;contain the domain name of your service, not IP address.
CB205;Nginx;Configuration;Nginx and Apache HTTPD servers by default listen on the standard HTTP port 80;Nginx and Apache HTTPD servers by default listen on the standard HTTP port 80
CB206;Hadoop;Configuration;the account of windows current user name having a space;the account of windows current user name having a space
CB207;Others;Configuration;wrong container name;wrong container name
CB208;MySQL;Configuration;one port shared by two software;one port shared by two software
CB209;MySQL;Configuration;wrong port;wrong port
CB210;PHP;Configuration;memory limit;memory limit
CB211;MySQL;Configuration;wrong port;wrong port
CB212;Nginx;Configuration;wrong identifier name;wrong identifier name
CB213;Nginx;Configuration;redundant trailing slash for 502;redundant trailing slash for 502
CB214;Nginx;Configuration;https and http should listen to different port;https and http should listen to different port
CB215;Nginx;Configuration;proxy_pass do not point correct container;proxy_pass do not point correct container
CB216;Nginx;Configuration;the host name do not exist;the host name do not exist
CB217;Nginx;Configuration;two containers, both are listening to port 8080 internally;two containers, both are listening to port 8080 internally
CB218;Others;Configuration;cache configuration in the application itself;cache configuration in the application itself
CB219;Nginx;Configuration;wrong path;wrong path
CB220;Nginx;Configuration;wrong path;wrong path
